web-scraper-order,web-scraper-start-url,comment,user,Experience time,score,location,Triptype
1640085363-57,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,A great spot to come and hear some fantastic Blues and relax for the good Brew or some snack food. Boy blues is known all over Chiang Mai and is very popular.,john bales,"March 15, 2018",4,"Chiang Mai, Thailand",Feb 2018 • Couples
1640085363-39,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"First drink was single shot with ginger ale, tasted watery . The next one I thought right, double and just put like quarter among of ale, look I love Sailor Jerry, I was there to see them put two shot, tasted like weak sailor Jerry's..... and I love blues.... But I don't like their mix... Just saying.",Sam B,"October 16, 2018",2,,Oct 2018 • Friends
1640085363-215,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Monday nights are a must do, with live open mic. Super fun atmosphere for all ages and picks up a lil later for the more seasoned drinkers. Located above the night market.",Hotstix,"July 8, 2015",5,"The Hague, The Netherlands",Jul 2015 • Friends
1640085363-78,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Having visited this bar before on previous trips I had to go again as its one of the best blues bars you will find. Entry is free and due to its location just above the night market it attracts passing visitors who can hear the music. Various bands turn up to play and ex pats join in from time to time. Boy is a charming man, hugely talented, and his range of music tends to favour Hendrix style. His base and drummer are superb also. Super atmosphere and highly recommended.",Davie890,"July 27, 2017",5,"Aberdeen, UK",Jul-17
1640085363-293,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"On heading to a night market I'm Chiang Mai the last thing you would expect is a blues band in the middle of it. The Boys Blue bar atmosphere was chilled, staff were friendly and the band was AWESOME! Very talented band. If you love blues or want a good night out.. Definetly recommend.",HannahWood116,"July 31, 2014",5,"Auckland, New Zealand",null
1640085363-53,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Read about this bar before visiting. Got there around 9:30, thought it was easy enough to find just by hearing it while in the night bazar. Cool little set up and seated straight away and given menu. Beers and spirits so pretty simple. We saw 3 bands, first one wasn’t great, last one was very cheesy and not great. Middle one however called boy blues band were class. These are clearly why everyone goes, they can really play and the singer definitely has a bit of charisma. Great for a nights entertainment.",mstevo,"April 9, 2018",4,newcsatle,Apr 2018 • Couples
1640085363-270,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Was recently invited here by one of the locals for the Monday night jam session. Run by Boy and frequented by local expats the line up continually changes as they each join in belting out a few songs. What a great place that I have never come across before. My intention was to go for an hour or two and I ended up staying till closing. For anyone into blues music I can recommend the place.,diinaus,"January 13, 2015",5,"Chiang Mai, Thailand",null
1640085363-96,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Situated on a mezzanine floor in the Kalare Night Bazaar. Open 20.30-24.00. 3 live blues/rock bands every night. Very reasonably priced drinks. Table service. Personal favourites are thurs, fri, sat nights. 2nd band on Boys Blues Band. Also Mondays open mike jam night. No food. Accessible only by stairs. Free entry.",Richard S,"February 2, 2017",5,"Guildford, UK",Feb 2017 • Solo
1640085363-62,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We really enjoyed our visit to the boy blues bar. We had heard that the music could be hit and miss, luckily the evening we were there both bands were really good. Drinks are a little spendy - stick to beer. No food is served. It is located in the night bazaar, so it is worth going to the bazaar for a look and some food and capping it off at the boy blues bar.",Jacksoncr,"February 4, 2018",5,"Albuquerque, NM",Feb 2018 • Couples
1640085363-240,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Very good vib, good priced drinks, good music. Blues only on Thursday to Sat when we were there. Boy Blues plans then. We missed the blues but the rock and roll music was very good. The GPS location shown on Trip Advisor is correct, right on, but you need to go into the center of the Bazaar to find it, not on the street. Listen for the music. Or ask someone and if they know, you just might have meet a new friend...we did! Also if Blue, the owner and band leader is there, talk to him. He is super nice. Also, staff is nice. It doesn't get much better than this!",Seattle_Joby,"April 30, 2015",5,,null
1640085363-80,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We stumbled across this place - or rather heard it as some serious guitar playing drifted across the surrounding night market - and found a pretty decent level of musicians playing an open mic night. By the look of it, some are regulars in a local scene and we caught one of the singers giving it some again at another nearby venue the next night. The beers are inexpensive, entry is free and the crowd eclectic. I'd recommend this over the trashy and fairly pointless lady boy cabaret show a short walk away.",David D,"July 18, 2017",4,"Dubai, United Arab Emirates",Jul-17
1640085363-61,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Really enjoyed visiting here and seeing Boy and his live band - they're very good. It's in a great position, above the Night Bazaar, so you can eat and shop before going up to wind down the evening to some good tunes.",Greenclifflady,"February 16, 2018",5,"West Yorkshire, UK",Feb 2018 • Couples
1640085363-110,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Talented musicians. Great night. Will certainly return. Good wide cross section of music, from 60's & 70's to 90's. Boy Blue himself is very good but so are his accomplices.",Scott P,"December 7, 2016",5,,Dec 2016 • Friends
1640085363-109,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We stumbled upon this bar while shopping in the night market and I am so glad we did. The band that was playing (not sure if they play every night) was amazing and played fun throwback songs. Drinks seemed pretty standard, about 90 baht for a small Singha. My only complaint is that I wish they were open past midnight but we went on a Wednesday so maybe they are on weekends.",Kimc,"December 8, 2016",5,"New York City, NY",Dec 2016 • Friends
1640085363-149,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"The place is not suitable for socializing - it has a concept of a tiny theater. Musicians were pretty bad, and the prices are a little bit above average. Drinks menu is outdated. My advice - go to Anusan Sunthon, Anusarn market, there are plenty of nice places, including ones with live music.",zdoro,"March 12, 2016",2,"Modiin, Israel",Mar 2016 • Friends
1640085363-237,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,We were there on a Saturday and the music and the atmosphere was really nice and the drinks are quite cheap as well. It s a good spot if you are on the night bazaar anyways.,raba714,"May 10, 2015",4,"Bergneustadt, Germany",null
1640085363-208,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Spent two nights in Chiang Mai and ended up here both nights. Great place and great music. Cool spot overlooking the night bazaar and just an overall fun time. Monday nights is open mic night and the other nights i think random bands play and the owner (Boy) finishes off the night. He's a great performer and amazing musican.,James W,"July 15, 2015",5,,Jul 2015 • Couples
1640085363-66,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Always a treat to return here and hear the talented Boy and his band play plus other musicians. No admission charge with reasonably priced drinks. If you enjoy live music, this is a small and personal venue, well worth supporting.",Patrick N,"December 9, 2017",5,"Holsworthy, UK",Dec 2017 • Couples
1640085363-165,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Great music if you like blues, rock. Can get a bit monotonous if you go every night. Mostly same sort of sets. Monday night is jamming and different. Boy is a great guitarist and performer, and smashing bloke also. Girls are nice, and efficient, and beer prices are reasonable.",Kevin M,"December 31, 2015",5,"County Durham, UK",Dec 2015 • Friends
1640085363-243,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"I try to see live music at least once a week back home. I spontaneously decided to stop by this place after reading about it on this site. One of the best decisions I've made on this trip - if you want to see incredible talent and have a chill night out, come here. The owner, Boy, is the man, and his band is phenomenal. When they aren't playing, he has famous and highly talented bands play. Chiang Mai was one stop for me on a short trip and I've been here 3 nights. Follow my advice and come - enjoy!",Geebis,"April 29, 2015",5,,Apr 2015 • Solo
1640085363-36,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Found this place quite by accident while walking around a night bazaar and hearing some music. Decided to kill some time while the rain finished and it was well worth it. First saw Boys (the owner) band followed by a young local band. Well worth a visit on an evening for a few beers and the local music,conaboy163,"November 23, 2018",5,"Leeds, UK",Oct 2018 • Couples
1640085363-124,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Absolutely awesome! Love it. Great atmosphere and excellent service. Live bands some local some not. Great sounds groovy beats happy days. :-) will be back for sure.,Mike K,"July 14, 2016",5,"Nambour, Australia",Jul 2016 • Friends
1640085363-15,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Imagine everything that you think a blues bar should be then rip it up and throw it away. Imagine everything that you want a blues bar to be, then prepare yourself for the unexpected. Nothing about this place works, but everything about this place works. That’s the enigma. Try and find it, it’s in the middle of a night market bazaar, on top of a metal platform. Why would anyone think of putting a bar there and why would anyone want to go there. There is something or someone special, the someone is Boy and the something is how he attracts people to his bar. If you are an open mike blues player, this is where you should want to play, and if you appreciate anyone who has the courage to perform blues, live on stage, then this is the place to go. Monday Night at Boy Blues Bar is like a bucket list item, you have to go there at least once in your life, it is that good.",sflsenglish,"July 22, 2019",5,"Chiang Mai, Thailand",Jul 2019 • Solo
1640085363-298,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"I came here with friends last week. It was a little hard to find but in the end all we had to do was follow the music. The music was AMAZING and the atmosphere was relaxing. Unfortunately there were some let downs though. The bar staff were very unorganized and it took over 20 minutes to get served even though there was only 2 people at the bar getting drinks. The system in which the bar operated needs to be fixed, as there is no need for 3-4 people organizing drinks for only one person serving the drinks. To me it was a major let down, even though the music was amazing. The other thing was the seating, Even though the venue is small and ""boutique"" the seating could have been more comfortable than some wooden benches. I know this review sounds harsh but it is based on the experience of me and 3 of my friends. Saying this, I may return in the future but only for the Best Blues in Chiang Mai.",Hazy2000,"July 10, 2014",3,"Chiang Mai, Thailand",Jul 2014 • Friends
1640085363-65,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Great music, no cover charge, table service from attentive staff all go to make this one of the best nights out in CM, not necessarily the cheapest mind but thoroughly worth every penny!",crashball,"December 21, 2017",5,"Newcastle upon Tyne, UK",Dec 2017 • Couples
1640085363-154,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,You'll hear the music as you walk around the night bazar. Great performances and the atmosphere is great in open air. Good blues. Recommended.,Abdulmohsen A,"January 28, 2016",4,,Jan 2016 • Solo
1640085363-127,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,This cute little place was recommended to us by the owner of the hostel we stayed at in Chiang Mai. We visited during a jam session and boy was it good. Highly recommended if you are in the area.,bw018,"June 29, 2016",5,"Gorzow Wielkopolski, Poland",Jun 2016 • Couples
1640085363-81,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Spent a few hours over a couple of nights at this fantastic little bar with awesome music! Nice casual relaxed atmosphere, cheap drinks and really really great music. We had actually forgotten this bar existed and then stumbled upon it again when walking around Kalare markets late in the evening. Once you hear that music you can't can't help but follow it upstairs and you will be very glad you did. It's one of the few places in Chiang Mai where you can go and listen to good quality live music, have a few drinks and be totally relaxed. Recommend highly if you like good live music.",JulieH6061,"June 29, 2017",5,"Perth, Australia",Jun 2017 • Couples
1640085363-37,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We've been here 1,5 years ago and were lucky to find this nice place again. The owner, who plays here every night is a great player with great feeling, big fun and has a great band! Love it!",DirkisWorld,"November 18, 2018",5,,Nov 2018 • Couples
1640085363-97,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Great bands playing great music on a rooftop bar. Great blues and funk. Cheep cold beer. Adult place with seating and elbow room. Great service too. No admission fee. Going again tonight.,Walter F,"January 28, 2017",5,"Leonia, NJ",Jan 2017 • Couples
1640085363-268,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Boy is a legend ... this place is amazing! We stumbled across this gem on a Monday night, open mic night and we loved every minute of it. All the acts were pretty damn good and the atmosphere was buzzing. If you are in Chaing Mai and love live music give this place a go. It wont disappoint.",Amylou0311,"January 21, 2015",5,London,Dec 2014 • Couples
1640085363-82,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"It's a smaller bar, but that adds to the atmosphere. Drink prices are fair, at least by US standards. The live music was good, not quite as blues-y as expected, but still enjoyable. If you've got a free night, or even just an hour, it's worth checking out.",Ben,"June 6, 2017",5,"Belcamp, MD",Jun 2017 • Friends
1640085363-104,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"After all the good reviews we went there for the music. Music was ok BUT The service was terrible - he arrived with a rumcola without any gas; after complaining the guy first got angry and then just left us there sitting. No reaction whatsoever. And last - i was not even sure, based on the scenes we were watching, whether this wasnt a place where western went to meet with local girls. To many couples forming happening in a short time for my taste. I for my part will never be back.",Enyele,"December 29, 2016",1,"Zurich, Switzerland",Dec 2016 • Friends
1640085363-28,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Great music by both the warm up band and the featured band. Lovely roof top setting. Drinks are reasonably priced. Really enjoyed our night there.,Sue,"February 3, 2019",5,"Kitchener, Canada",Jan-19
1640085363-336,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Great place to listen to some blues in the centre of Chiang Mai. Monday nights are `jam nights`,so get there early,if you want a seat...it can get very busy. Boy plays with his band everynight(except Sundays,when bar is closed) and occassionally Claire,his wife will get up to sing and she has a great voice. A definate treat,if your looking for a place to relax,listen to some great blues and meet interesting people.",ch1ldofthemoon,"April 6, 2013",5,"London,England",Jan 2013 • Couples
1640085363-84,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,amazing music .. good prices .. went with my friends love the music they played .. recommended to all good music lovers!,Fadi M,"April 18, 2017",5,,Apr 2017 • Friends
1640085363-309,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Ok so i've been to jazz Bars in America, Europe, and Asia. But never to a blues bar mostly because i've never been able to find one. this place BLEW my mind. We were in the night bazaar one day looking for it and couldn't find it and one night when we went back and just ran into it. The original plan was to spend about an hour there and we ended up spending about 3. The music was INCREDIBLE, the ambiance even more so. Every time my beer was even close to empty the waitress was right there ready to offer me another one. As the night progressed the music only kept getting better, the house band (whose also the owner) was incredible. You can tell that even after doing for god knows how many years he was still incredibly happy to be doing it. The only complaint I could possibly have is that the chairs were not the most comfortable in the world but they also give it that raw organic feeling that you would of gotten back in the day when the blues was king. I would recommend this to not only Blues lovers but musical lovers of all taste.",Ruben M,"April 13, 2014",5,"Miami, FL",Mar 2014 • Couples
1640085363-316,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,THis is a great bar in the night bazaar. The lead is a charismatic Thai guitar player with a great voice. They play blues and rock n' roll standards. Great night out.,Ryan B,"February 2, 2014",5,"Tianjin, China",Jan 2014 • Friends
1640085363-288,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"A pretty basic bar, but with great service, smiling faces, but what this makes this place so special is Boy Blues and his terrific band. Can they play the blues, oh yeah. Boy Blues never stops smiling and the music is really, really good. Couldn't recommend more. Thanks for some great nights.",Tim B,"September 24, 2014",5,"Point Samson, Western Australia, Australia",Sep 2014 • Couples
1640085363-41,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"This is a rough and ready little gem that we stubbled upon through the market to avoid the rain. Boy plays fantastic blues with his band and then other local bands step up. Tuesday nights late band was our absolute fave. We went back a couple of times during our stay, everyone must visit!",Sarah E,"October 10, 2018",5,"Leeds, UK",Oct 2018 • Couples
1640085363-263,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Very good Bands and Good Beer.... The Service is very friendly :-) Is in the middle of the Night-Market, which is beautiful as well.",Katha S,"February 7, 2015",5,,null
1640085363-63,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Kinda hard to find...but wander through the market and follow the sounds of the music until you find the stairs leading up to Boys Blues. It’s an outside venue with lots of fans to keep you cool. The bass player lays down a mean bass track. Another live music highlight in Chiang Mai!,Aron747,"January 10, 2018",5,"Chiang Mai, Thailand",Jan 2018 • Friends
1640085363-145,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Stumbled into the bar during our first night in chiang mai as we were wandering round the night bazaar. The band were incredible!! We stayed all night, fantastic music and atmosphere!",MrsCooke,"March 26, 2016",5,"Cardiff, UK",Mar 2016 • Friends
1640085363-338,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"This place got many good reviews so I made a point of checking it out. The first night seemed to be jam night and it was a bit patchy. Some of the musicians were OK but some of thm were pretty bad. I thought I'd give it another chance and on the next night, the owner was playing and his band was much better. There were still people jamming but they could actually play! Overall, it seems quite good but you need to pick your night!",Samson B,"March 18, 2013",3,Chicago,Mar 2013 • Solo
1640085363-302,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"It is always super to come back to this blue bar! It serves blues with a smile from Boy, the owner and the band's guitarist.",Bluesfantast,"June 24, 2014",5,Udon Thani,Jun 2014 • Couples
1640085363-52,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"This was recommended to us by another bar owner, however the directions given turned out to be quite vague and on our first attempt didn't find it! We did find it by accident when looking around the Kalare Night Market, it's up some stairs and doesn't open until after 9pm when the band can be heard. An unusual location and I wasn't sure what to expect. A great night's entertainment but only if you like rock/blues don't go expecting a 'sing a long' bar, you won't get it. The band had various guest musicians and the quality was quite amazing, but at times there was too much wandering away from the song for me. Well worth a visit if you are really in to the blues. Good waiter service, cash as you go.",Anne C,"May 25, 2018",4,"Newcastle upon Tyne, UK",Apr 2018 • Couples
1640085363-249,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Nice bar with a live music. The atmosphere is fun, full of laughter, great music and good drinks. Can be a bit hard to find, but if you do try and stay till the end.",Neha V,"April 18, 2015",4,"Goa, India",Mar 2015 • Couples
1640085363-68,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Laid back atmosphere, almost constant live music, mostly blues. House band very good! We enjoyed it, didn't find anything else on Chiang Mai to equal it!",leesbril,"November 25, 2017",5,,Nov 2017 • Couples
1640085363-238,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"This bar is a gem. Find it in night market. Don't go to Chiang Mai and not go here. So friendly and very surprising as to the quality of music, both local and ex pat. Some wonderful talent with many interesting instruments appearing from time to time out of the audience. Mine host is a charmer. Now my third visit but first time on holiday with family and was not disappointed.",Davie890,"May 8, 2015",5,"Aberdeen, UK",Apr 2015 • Family
1640085363-10,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Not the easiest place to find, but well and truly worth the effort! Great music, great atmosphere and cold beer. Good mix of music and some seriously talented musos. Boy is a great host and has some serious talent himself. Highly recommended - treat yourself!",Unclefester65,"November 11, 2019",5,"Newcastle, Australia",Oct-19
1640085363-332,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,If you appreciate good music and enjoy a drink come to the boy blues bar. Great music and a range of guest performers - you wouldn't expect to find in chiang mai. Monday night is an all in jam session not to be missed!,Feralphotographer,"July 17, 2013",5,"Bunbury, Australia",Jul-13
1640085363-214,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Boy Blues Bar is fantastic - incredible atmosphere, reasonably priced drinks and great music. We came here every night of our 5 day stay except for when it was closed on Sunday. Recommended is Monday the jamming night, but this gets very busy so get there early if you want a seat! It is not obvious where to find it - it is in the Center of the Kalare night Bazaar - find it by following the music. Thanks Boy Blue for a fab time!",bubo101,"July 8, 2015",5,"Ko Samui, Thailand",Jul 2015 • Family
1640085363-257,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"I must have been here at the wrong time. First night I came, they were having a open mike night and all they play was Eric Clapton Wonderful Tonight kinda music. I read the review and saw people raving about the blues so I came back the next night and they were playing Steely Dan type of music. I gave up. I guess one man's blues is another man's bubblegum.",John T,"March 22, 2015",1,"Phoenix, Arizona, United States",Feb 2015 • Solo
1640085363-195,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"This is a brilliant place to visit - my friends and I truly didn't want to leave. Even if you aren't into blues, you should pay a visit to this bar for the atmosphere. Travellers from all over gather, drink, sing and dance and it's just so much fun. It would be even better if it served cocktails as well as beer, but having the occasional Chang isn't too bad anyway! Boy rocks!!!",Becky H,"August 7, 2015",5,,Jun 2015 • Friends
1640085363-26,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,A cool place hidden above a night market. Cosy vibe with great blues band. Reasonably priced drinks and you can always pop downstairs if youre hungry. A hidden gem.,Denise D,"February 9, 2019",5,"Glenhaven, Australia",Feb 2019 • Couples
1640085363-100,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"The first time we came across Boy's bar, we were amazed! Such great music, and fantastic atmosphere. Boy makes a great connection with the audience and is very charismatic, as well as a superb musician. We had the best New Years Eve ever here. But as they say, you can't look back, and subsequent visits although still fun, have been repetitive. Same sets played by the same bands. Open mic night was somewhat embarrassing, with the aging falang population trying to relive their long forgotten youth. A must visit . Once.",Helen C,"January 16, 2017",4,"Gloucester, UK",Jan 2017 • Friends
1640085363-277,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We landed at this place at the night market on Monday and found out that is the day there is an open mic at the Boy Blues Bar. No place to sit, we still stayed for the music and the beers etc. Not expensive at all and great fun. Went there three nights in a row after.",tabdulla,"November 24, 2014",5,"Karachi, Pakistan",null
1640085363-295,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Went here on our first evening in Chiang Mai after reading reviews and it lived up to it. Very relaxed atmosphere, great music.. if you stay long enough to hear boy play, he is truly great and has loads of charisma. Went back for another evening before leaving Chiang Mai.",Daniela G,"July 28, 2014",5,Bath,null
1640085363-71,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"This bar is in a covered outdoor area on the roof of a market just off the Night Bazaar in Chiang Mai. The owner is a blues guitarist and he knows his stuff. The three piece band were tight and a pleasure to listen. They were followed by a very professional funk outfit. Basically, you go there to listen to music and have a few drinks. No food available and you pay as you go even though the drinks are delivered to you. A cool breeze blows through the venue and seats are set up so that, no matter where you sit you can see the musicians. We will go back again before we leave if we have time.",Colin A,"November 7, 2017",5,"Brisbane, Queensland, Australia",Nov 2017 • Friends
1640085363-6,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Go there if you want to listen to good live music. Blues, rock, the likes. It's one of those places where it's all about the experience. Don't go there if you don't generally go to live gigs.",Corina M,"December 24, 2019",5,"Timisoara, Romania",Dec 2019 • Couples
1640085363-265,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"If you smoke and/or enjoy second-hand smoke, this is the place for you. Almost everyone smokes, and although the place is on the 2nd floor without walls, the accumulated smoke is overwhelming. I think it would be great if management can allocate a spot for non-smokers, but that is a long shot. Having said that, the music can vary from very good to terrible. Boy and the instrumental musicians are very good, but the vocals by some during the open-mic is the worst at its best. The house band is good, the service is good, and Boy (the owner) seems like a truly nice and caring person with a ton of tolerance and a perpetual smile adoring his face. So, if you are not bothered by smoke, you should definitely give it a try, especially on a Monday during open-mic and experience what could be a great musical evening sprinkled with some frustrated vocalists who should be constrained to singing in the shower.",Michael Z,"February 2, 2015",2,"Chiang Mai, Thailand",Feb 2015 • Couples
1640085363-281,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Just got back from our 2nd night at Boy Blues Band. Great music and Boy Blue is having so much fun playing it that it is infectious and you have to have a good time in the audience. He had a local harpist and singer join his band on stage and they were all great.,Norcaldude2,"November 7, 2014",5,"Sunnyvale, CA",Nov 2014 • Couples
1640085363-176,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Boy Blues Bar is a great way to spend a night out. With live jazz and friendly staff, everyone mingles with one another to create a good vibe. This is definitely one of my favorite places to go for a relaxing drink.",Angela J,"October 30, 2015",4,"New York City, NY",Sep-15
1640085363-261,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Walking at the night market and was pulled by this music coming from the Boys Blue Bar. This is the place where they play great music. Monday is open mic and it gets crazy fun! All those seriously talented musicians and then the frustrated ones all together is just awesome! Definitely a must-experience when you go to Chiang Mai.,Aegama,"March 14, 2015",5,"Sorsogon Province, Philippines",null
1640085363-64,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Located above the market the bar plays blues/rock music every night, the open mic night was particularly crowded, A beer was Bht90 which I thought wasn't bad with the music thrown in. Both the regular crowd and staff were friendly",Lotse,"December 25, 2017",4,"Ruthin, UK",Dec 2017 • Solo
1640085363-202,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"I don't know if its just me or what. I read the reviews here, it's all fantastic but when I went there with a friend, I saw the people's reactions, it was like they were about to sleep or something. I don't get it.",_bingetravelerrr,"July 23, 2015",1,,Jul 2015 • Solo
