"Column1","Column2","Column3","Column4","Column5","Column6","Column7","Column8","Column9","Column10","Column11","Column12","Column13","Column14","Column15","Column16","Column17","Column18","Column19","Column20","Column21","Column22","Column23","Column24","Column25","Column26","Column27"
"B2F","FAP","1","26-February-2022","2:30:00 PM","AOG2022Spring","Vietnam","Yena","Kriknak","Krixi","Capheny","Tachi","16:29","Baldum","Hayate","Tulen","Errol","Qi","Omen","Yue","Mina","Superman","2","Roxie","Ryoma","Lorion","Aya"
"B2F","FAP","2","26-February-2022","2:30:00 PM","AOG2022Spring","Vietnam","Florentino","Veres","Raz","Tel'Annas","Thane","13:13","Mina","Laville","Krixi","Nakroth","Yena","Aya","Yue","Eland'orr","Ryoma","3","Iggy","Liliana","Lorion","Elsu"
"B2F","FAP","2","26-February-2022","2:30:00 PM","AOG2022Spring","Vietnam","Omen","LuBu","Liliana","Hayate","Lumburr","17:42","Annette","Wisp","WonderWoman","Kriknak","Airi","Yue","Florentino","Keera","Eland'orr","4","Iggy","Ryoma","Lorion","Aya"
"HEV","FL","2","26-February-2022","5:00:00 PM","AOG2022Spring","Vietnam","Tachi","Butterfly","Lorion","Laville","Riktor","14:23","Superman","Elsu","Liliana","Eland'orr","Mina","Aya","Yue","Keera","Airi","1","Aoi","Volkath","Florentino","Omen"
"HEV","FL","2","26-February-2022","5:00:00 PM","AOG2022Spring","Vietnam","Aoi","Veres","Yue","Capheny","Lumburr","14:19","Arthur","Hayate","Iggy","Skud","Airi","Omen","Lorion","Volkath","Florentino","2","Keera","Eland'orr","Tulen","Aya"
"HEV","FL","2","26-February-2022","5:00:00 PM","AOG2022Spring","Vietnam","Roxie","Volkath","Annette","Celica","Xeniel","15:01","Baldum","Capheny","Lorion","Errol","Amily","Yue","Aya","Keera","Alice","3","Eland'orr","Airi","Florentino","Omen"
"SGP","VGM","1","26-February-2022","7:30:00 PM","AOG2022Spring","Vietnam","Mina","Veres","Krixi","Hayate","Tachi","16:35","Maloch","Laville","Lorion","Keera","Superman","Aya","Elsu","Florentino","Airi","1","Eland'orr","TheJoker","Aoi","Omen"
"SGP","VGM","2","26-February-2022","7:30:00 PM","AOG2022Spring","Vietnam","Superman","Aoi","Liliana","Elsu","Baldum","27:58","Roxie","TheJoker","Iggy","LuBu","Airi","Omen","Krixi","Volkath","Eland'orr","2","Baldum","Lorion","Yue","Aya"
"SGP","VGM","2","26-February-2022","7:30:00 PM","AOG2022Spring","Vietnam","Zuka","Eland'orr","Yue","Wisp","Baldum","16:33","Riktor","Slimz","WonderWoman","Tulen","Yena","Elsu","Krixi","Mina","Ryoma","3","TheJoker","Laville","Omen","Aya"
"SGP","VGM","1","26-February-2022","7:30:00 PM","AOG2022Spring","Vietnam","Florentino","Errol","Iggy","Violet","Omen","11:59","Mina","Capheny","Annette","Wukong","Ryoma","Elsu","Krixi","Raz","Yue","4","Laville","TheJoker","Lorion","Aya"
"SGP","VGM","1","26-February-2022","7:30:00 PM","AOG2022Spring","Vietnam","Airi","Volkath","WonderWoman","Laville","Ilumia","18:36","Xeniel","Elsu","Liliana","Tachi","Qi","Omen","Kriknak","Lumburr","Baldum","5","Keera","Roxie","Lorion","Aya"
"TV","MG","1","27-February-2022","2:30:00 PM","AOG2022Spring","Vietnam","Airi","Tulen","Annette","Laville","Mina","10:26","WonderWoman","Hayate","Liliana","Aoi","Florentino","Superman","Yue","Veres","Skud","1","Omen","Eland'orr","Lorion","Aya"
"TV","MG","1","27-February-2022","2:30:00 PM","AOG2022Spring","Vietnam","Riktor","Skud","Liliana","Slimz","Lumburr","21:09","Mina","Elsu","Yue","Kriknak","Roxie","Aya","Omen","Veres","Airi","2","Iggy","Volkath","Aoi","Florentino"
"TV","MG","2","27-February-2022","2:30:00 PM","AOG2022Spring","Vietnam","Veres","Amily","Lorion","Capheny","Baldum","20:54","Lumburr","Wisp","Krixi","Fennik","Omen","Aya","Airi","Keera","Eland'orr","3","Kriknak","Aoi","Hayate","Florentino"
"TV","MG","1","27-February-2022","2:30:00 PM","AOG2022Spring","Vietnam","Qi","Errol","Krixi","Hayate","Thane","20:30","Annette","Capheny","Tachi","Tulen","Yena","Lorion","Airi","Eland'orr","Veres","4","Florentino","Aoi","Aya","Omen"
"CES","B2F","2","27-February-2022","5:00:00 PM","AOG2022Spring","Vietnam","Qi","Tulen","WonderWoman","Elsu","Riktor","17:57","Mina","Slimz","Liliana","Skud","Superman","Omen","Florentino","Eland'orr","Aoi","1","Airi","Ryoma","Lorion","Aya"
"CES","B2F","1","27-February-2022","5:00:00 PM","AOG2022Spring","Vietnam","Zuka","Aoi","Yue","Capheny","Roxie","21:53","WonderWoman","Hayate","Iggy","Volkath","Yena","Omen","Elsu","Errol","Eland'orr","2","Airi","Florentino","Lorion","Aya"
"CES","B2F","1","27-February-2022","5:00:00 PM","AOG2022Spring","Vietnam","Florentino","Veres","Krixi","Violet","Tachi","20:28","Baldum","Laville","Lorion","Nakroth","Omen","Aya","Elsu","Airi","Keera","3","Kriknak","Eland'orr","Mina","Hayate"
"CES","B2F","1","27-February-2022","5:00:00 PM","AOG2022Spring","Vietnam","Superman","Nakroth","Lorion","Hayate","Mina","12:49","Tachi","Fennik","Krixi","Veres","Airi","Elsu","Florentino","Eland'orr","Aoi","4","Keera","Kriknak","Omen","Aya"
"FAP","BOX","1","27-February-2022","7:30:00 PM","AOG2022Spring","Vietnam","Superman","Kriknak","WonderWoman","Laville","Krixi","16:45","Lumburr","Hayate","Yue","Errol","Airi","Lorion","Iggy","Florentino","Aoi","1","Veres","Eland'orr","Iggy","Omen"
"FAP","BOX","2","27-February-2022","7:30:00 PM","AOG2022Spring","Vietnam","Airi","Errol","Liliana","Elsu","Roxie","14:48","Peura","Capheny","WonderWoman","Tulen","Skud","Omen","Iggy","Superman","Florentino","2","Volkath","Keera","Lorion","Aya"
"FAP","BOX","2","27-February-2022","7:30:00 PM","AOG2022Spring","Vietnam","Riktor","Nakroth","Iggy","Hayate","Baldum","15:19","Xeniel","Wisp","Ilumia","Volkath","Ryoma","Omen","Roxie","Krixi","Liliana","3","Skud","Keera","Lorion","Aya"
"FAP","BOX","2","27-February-2022","7:30:00 PM","AOG2022Spring","Vietnam","Florentino","Tulen","Annette","Violet","Tachi","14:18","Omen","Slimz","Krixi","Eland'orr","Zuka","Aya","Lorion","Qi","Yena","4","Capheny","Volkath","Mina","Yue"
"FAP","HEV","2","3-March-2022","3:30:00 PM","AOG2022Spring","Vietnam","Riktor","LuBu","Lorion","Elsu","Ata","20:35","Zip","Slimz","Liliana","Volkath","Max","Omen","Iggy","Florentino","Qi","1","Eland'orr","Aoi","Yue","Aya"
"FAP","HEV","2","3-March-2022","3:30:00 PM","AOG2022Spring","Vietnam","Yena","Tulen","WonderWoman","Slimz","Ilumia","11:30","Mina","Elsu","Iggy","Aoi","Qi","Aya","Lorion","Roxie","Eland'orr","2","Volkath","Superman","Omen","Florentino"
"FAP","HEV","2","3-March-2022","3:30:00 PM","AOG2022Spring","Vietnam","Superman","Eland'orr","Krixi","Laville","Baldum","13:13","Roxie","Hayate","Zata","Butterfly","Omen","Lorion","Tulen","Keera","Kriknak","3","Florentino","Mina","Yue","Aya"
"SGP","MG","1","3-March-2022","6:00:00 PM","AOG2022Spring","Vietnam","Airi","Tulen","WonderWoman","TheJoker","Riktor","20:10","Mina","Hayate","Yue","Skud","Arthur","Aya","Elsu","Roxie","Omen","1","Eland'orr","Florentino","Aoi","Superman"
"SGP","MG","1","3-March-2022","6:00:00 PM","AOG2022Spring","Vietnam","Superman","Veres","Krixi","Elsu","Tachi","14:53","Lumburr","Slimz","Lorion","Aoi","Volkath","Aya","Tulen","Florentino","Airi","2","Eland'orr","Omen","Yue","Hayate"
"SGP","MG","1","3-March-2022","6:00:00 PM","AOG2022Spring","Vietnam","Mina","Fennik","Lorion","Laville","Omen","11:27","Zip","Wisp","Krixi","Errol","Roxie","Tulen","Florentino","Veres","Airi","3","Kriknak","Aoi","Aya","Hayate"
"VGM","B2F","1","4-March-2022","1:00:00 PM","AOG2022Spring","Vietnam","Amily","Volkath","Lorion","Elsu","Omen","14:39","Mina","Laville","Krixi","Errol","Yena","Eland'orr","Superman","Aoi","Veres","1","Airi","Florentino","Yue","Aya"
"VGM","B2F","1","4-March-2022","1:00:00 PM","AOG2022Spring","Vietnam","Arthur","Aoi","Aya","Slimz","Taara","16:46","Arum","Elsu","Yue","Veres","Zuka","Omen","Lorion","Kriknak","Keera","2","Superman","Airi","Hayate","Florentino"
"VGM","B2F","2","4-March-2022","1:00:00 PM","AOG2022Spring","Vietnam","Yena","Airi","Krixi","Capheny","Superman","35:34","Baldum","Slimz","Lorion","WonderWoman","Riktor","Aya","Omen","Aoi","Kriknak","3","Laville","TheJoker","Mina","Yue"
"VGM","B2F","1","4-March-2022","1:00:00 PM","AOG2022Spring","Vietnam","Ryoma","Tulen","WonderWoman","TheJoker","Tachi","17:56","Thane","Capheny","Liliana","Volkath","Superman","Yue","Hayate","Wisp","Laville","4","Aoi","Eland'orr","Omen","Aya"
"BOX","TV","2","4-March-2022","3:30:00 PM","AOG2022Spring","Vietnam","Skud","Volkath","Yue","Capheny","Tachi","19:49","Mina","Laville","Krixi","LuBu","Yena","Aya","Elsu","Veres","Omen","1","Airi","Florentino","Hayate","Roxie"
"BOX","TV","1","4-March-2022","3:30:00 PM","AOG2022Spring","Vietnam","Florentino","Keera","WonderWoman","Laville","Baldum","13:53","Zip","Yorn","Veres","Tulen","Omen","Aya","Lorion","Capheny","Slimz","2","Krixi","Eland'orr","Hayate","Mina"
"BOX","TV","2","4-March-2022","3:30:00 PM","AOG2022Spring","Vietnam","Ryoma","Eland'orr","Krixi","Fennik","Xeniel","13:07","Lumburr","Slimz","Lorion","Aoi","Riktor","Aya","Yue","Superman","Volkath","3","Airi","TheJoker","Hayate","Omen"
"BOX","TV","1","4-March-2022","3:30:00 PM","AOG2022Spring","Vietnam","Yena","Kriknak","Lorion","Hayate","Alice","21:06","Baldum","Violet","Liliana","Eland'orr","Airi","Florentino","Yue","Capheny","Elsu","4","Roxie","Lumburr","Omen","Aya"
"BOX","TV","2","4-March-2022","3:30:00 PM","AOG2022Spring","Vietnam","Zuka","Veres","Elsu","Tulen","Riktor","10:07","Tachi","Hayate","Iggy","Skud","WonderWoman","Aya","Yue","Florentino","Roxie","5","Slimz","Zip","Lumburr","Omen"
"CES","MG","2","4-March-2022","6:00:00 PM","AOG2022Spring","Vietnam","Ryoma","Nakroth","Yue","Laville","Roxie","14:47","Mina","Hayate","Krixi","Paine","Omen","Aya","Elsu","Eland'orr","Veres","1","Airi","Kriknak","Aoi","Superman"
"CES","MG","1","4-March-2022","6:00:00 PM","AOG2022Spring","Vietnam","Mina","Keera","Lorion","Elsu","WonderWoman","15:48","Lumburr","Wisp","Iggy","Eland'orr","Veres","Yue","Florentino","Airi","Ryoma","2","Kriknak","Paine","Aya","Omen"
"CES","MG","1","4-March-2022","6:00:00 PM","AOG2022Spring","Vietnam","Skud","Eland'orr","Krixi","Tel'Annas","Baldum","17:58","Roxie","Violet","Liliana","Nakroth","Yena","Yue","Elsu","Aoi","Volkath","3","Florentino","Kriknak","Aya","Omen"
"CES","MG","1","4-March-2022","6:00:00 PM","AOG2022Spring","Vietnam","Yena","Veres","Iggy","Hayate","Lumburr","14:34","Baldum","Slimz","Tachi","Keera","Qi","Lorion","Elsu","WonderWoman","Riktor","4","Errol","Aoi","Aya","Omen"
"SGP","HEV","1","4-March-2022","8:30:00 PM","AOG2022Spring","Vietnam","Yena","Veres","Iggy","Laville","Tachi","08:59","Baldum","Elsu","Liliana","Errol","Superman","Aya","Tulen","Mina","Aoi","1","Airi","Volkath","Florentino","Omen"
"SGP","HEV","2","4-March-2022","8:30:00 PM","AOG2022Spring","Vietnam","Ryoma","Tulen","WonderWoman","TheJoker","Riktor","09:03","Tachi","Capheny","Annette","Skud","Yena","Omen","Roxie","Xeniel","Florentino","2","Yue","Lorion","Elsu","Aya"
"SGP","HEV","1","4-March-2022","8:30:00 PM","AOG2022Spring","Vietnam","Zuka","Airi","Liliana","Violet","Omen","16:58","Mina","Hayate","Jinnar","Eland'orr","Florentino","Tulen","Krixi","Yue","Butterfly","3","Kriknak","Keera","Lorion","Aya"
"SGP","HEV","1","4-March-2022","8:30:00 PM","AOG2022Spring","Vietnam","Mina","Errol","Lorion","Elsu","Baldum","11:46","Riktor","Slimz","Krixi","LuBu","Veres","Tulen","Airi","Volkath","Butterfly","4","Keera","Aoi","Florentino","Aya"
"FAP","VGM","1","5-March-2022","1:00:00 PM","AOG2022Spring","Vietnam","Ryoma","Nakroth","Lorion","Slimz","Riktor","15:44","Baldum","Elsu","TheFlash","Veres","Superman","Omen","Roxie","Eland'orr","Kriknak","1","Keera","Airi","Aoi","Aya"
"FAP","VGM","2","5-March-2022","1:00:00 PM","AOG2022Spring","Vietnam","Yena","Veres","WonderWoman","Hayate","Krixi","22:03","Xeniel","Laville","Yue","Tachi","Airi","Lorion","Aya","Florentino","Roxie","2","Volkath","Aoi","Superman","Omen"
"FAP","VGM","1","5-March-2022","1:00:00 PM","AOG2022Spring","Vietnam","Mina","Eland'orr","Yue","Laville","Baldum","13:21","Ormarr","Slimz","WonderWoman","Tulen","Riktor","Lorion","Aya","Hayate","Florentino","3","Skud","Aoi","Roxie","Omen"
"FAP","VGM","2","5-March-2022","1:00:00 PM","AOG2022Spring","Vietnam","Florentino","Skud","Liliana","Elsu","Tachi","12:47","Peura","Capheny","Krixi","Aoi","Roxie","Omen","Lorion","Max","Volkath","4","Keera","Xeniel","Superman","Aya"
"FAP","VGM","2","5-March-2022","1:00:00 PM","AOG2022Spring","Vietnam","Qi","Tulen","Annette","Capheny","Thane","16:16","Krizzix","Hayate","Liliana","Kriknak","Amily","Lorion","Mina","Eland'orr","Ryoma","5","Peura","Lumburr","Omen","Aya"
"B2F","TV","2","5-March-2022","3:30:00 PM","AOG2022Spring","Vietnam","Superman","Errol","Liliana","Elsu","Mina","12:58","Tachi","Slimz","Iggy","Aoi","Riktor","Lorion","Aya","Eland'orr","Skud","1","Keera","Tulen","WonderWoman","Hayate"
"B2F","TV","2","5-March-2022","3:30:00 PM","AOG2022Spring","Vietnam","Zuka","Kriknak","Krixi","Laville","Arum","12:30","Taara","TheJoker","Aya","Veres","LuBu","Mina","Hayate","Superman","Eland'orr","2","Omen","Florentino","Yue","Riktor"
"B2F","TV","2","5-March-2022","3:30:00 PM","AOG2022Spring","Vietnam","Airi","Aoi","Lorion","Capheny","Omen","09:48","Krizzix","Hayate","Krixi","Butterfly","Florentino","Mina","Superman","Lumburr","Skud","3","Veres","Eland'orr","Iggy","Aya"
"FL","BOX","2","5-March-2022","6:00:00 PM","AOG2022Spring","Vietnam","Florentino","Eland'orr","Krixi","Capheny","Tachi","16:56","Amily","Hayate","Lorion","Paine","Yena","Aya","Elsu","Keera","Tulen","1","Ryoma","Airi","Yue","Omen"
"FL","BOX","1","5-March-2022","6:00:00 PM","AOG2022Spring","Vietnam","Qi","Tulen","Elsu","Iggy","Lumburr","21:08","Peura","Capheny","Liliana","Skud","Superman","Omen","Florentino","Aoi","Airi","2","Veres","Kriknak","Lorion","Aya"
"FL","BOX","1","5-March-2022","6:00:00 PM","AOG2022Spring","Vietnam","Yena","Skud","Lorion","Hayate","Roxie","18:47","Tachi","Slimz","Yue","Kriknak","Ryoma","Florentino","Mina","Keera","Eland'orr","3","Volkath","Airi","Omen","Aya"
"FL","BOX","1","5-March-2022","6:00:00 PM","AOG2022Spring","Vietnam","Omen","Nakroth","Liliana","Wisp","WonderWoman","16:04","Mina","Laville","DiaoChan","Keera","Florentino","Krixi","Roxie","LuBu","Raz","4","Ryoma","Airi","Yue","Aya"
"CES","HEV","2","5-March-2022","8:30:00 PM","AOG2022Spring","Vietnam","Zuka","Keera","Lorion","Laville","Roxie","16:19","Tachi","Hayate","Krixi","Kriknak","Qi","Aya","Elsu","Eland'orr","Mina","1","Aoi","Airi","Florentino","Omen"
"CES","HEV","2","5-March-2022","8:30:00 PM","AOG2022Spring","Vietnam","Airi","Errol","Iggy","Slimz","Lumburr","13:25","Peura","Capheny","Zata","Veres","Mina","Aya","Lorion","Keera","Eland'orr","2","Kriknak","Aoi","Florentino","Hayate"
"CES","HEV","2","5-March-2022","8:30:00 PM","AOG2022Spring","Vietnam","Qi","Eland'orr","Liliana","Elsu","Tachi","12:23","Baldum","Slimz","Yue","Volkath","Amily","Lorion","Florentino","Airi","Iggy","3","Veres","LuBu","Omen","Aya"
"SGP","TV","1","6-March-2022","1:00:00 PM","AOG2022Spring","Vietnam","Florentino","Volkath","Krixi","Hayate","Tachi","10:50","Arum","Laville","WonderWoman","Tulen","Riktor","Omen","Liliana","Airi","Elsu","1","Veres","Skud","Yue","Aya"
"SGP","TV","1","6-March-2022","1:00:00 PM","AOG2022Spring","Vietnam","Qi","Fennik","Lorion","Elsu","Veres","20:43","Mina","Slimz","Yue","Aoi","Kil'Groth","Aya","Krixi","Florentino","Omen","2","Airi","Zuka","Iggy","Superman"
"SGP","TV","1","6-March-2022","1:00:00 PM","AOG2022Spring","Vietnam","Riktor","Airi","Lauriel","Laville","WonderWoman","13:04","Tachi","Hayate","Liliana","Skud","Florentino","Aya","Omen","Roxie","Thane","3","Aoi","Slimz","Yue","Mina"
"FAP","MG","2","6-March-2022","3:30:00 PM","AOG2022Spring","Vietnam","Riktor","Keera","Yue","Slimz","Baldum","15:03","Lumburr","Elsu","Iggy","Veres","Airi","Lorion","Aya","Florentino","Qi","1","Volkath","Omen","Aoi","Superman"
"FAP","MG","1","6-March-2022","3:30:00 PM","AOG2022Spring","Vietnam","Ryoma","Kriknak","Lorion","Capheny","Mina","17:46","WonderWoman","Hayate","Krixi","Aoi","Florentino","Omen","Roxie","Riktor","Baldum","2","Eland'orr","Tulen","Aya","Elsu"
"FAP","MG","2","6-March-2022","3:30:00 PM","AOG2022Spring","Vietnam","Amily","WonderWoman","Krixi","Laville","Roxie","10:56","Mina","Wisp","Tulen","Kriknak","Omen","Lorion","Aya","Keera","Superman","3","Skud","Aoi","Hayate","Florentino"
"FAP","MG","2","6-March-2022","3:30:00 PM","AOG2022Spring","Vietnam","Superman","Eland'orr","Liliana","Violet","Lumburr","13:29","Baldum","Capheny","Annette","Keera","Yena","Lorion","Yue","Volkath","Riktor","4","Aoi","Florentino","Aya","Omen"
"FL","B2F","1","6-March-2022","6:00:00 PM","AOG2022Spring","Vietnam","Yena","Kriknak","Liliana","Elsu","Amily","16:05","Lumburr","Slimz","Iggy","Qi","Tachi","Omen","Krixi","Florentino","Volkath","1","Aoi","Skud","Lorion","Aya"
"FL","B2F","1","6-March-2022","6:00:00 PM","AOG2022Spring","Vietnam","Ryoma","Errol","Yue","Slimz","Baldum","16:18","Mina","Laville","Krixi","Volkath","Superman","Aya","Tulen","Keera","Eland'orr","2","Florentino","Riktor","Lorion","Hayate"
"FL","B2F","1","6-March-2022","6:00:00 PM","AOG2022Spring","Vietnam","Airi","Nakroth","Krixi","Capheny","Omen","13:42","Amily","Hayate","Liliana","Veres","WonderWoman","Florentino","Tulen","Keera","Roxie","3","Eland'orr","Lumburr","Lorion","Aya"
"VGM","BOX","2","6-March-2022","8:30:00 PM","AOG2022Spring","Vietnam","Superman","Wukong","Liliana","Slimz","Lumburr","13:13","Amily","Hayate","WonderWoman","Tulen","Qi","Omen","Florentino","Yena","Airi","1","Aoi","Eland'orr","Elsu","Aya"
"VGM","BOX","2","6-March-2022","8:30:00 PM","AOG2022Spring","Vietnam","Yena","Nakroth","Krixi","Laville","Tachi","12:59","Baldum","Slimz","Lorion","Eland'orr","Florentino","Aya","Mina","Volkath","Roxie","2","Keera","Aoi","Yue","Omen"
"VGM","BOX","1","6-March-2022","8:30:00 PM","AOG2022Spring","Vietnam","Qi","Aoi","Yue","Wisp","Roxie","25:53","Peura","Capheny","Iggy","Volkath","Riktor","Omen","Krixi","Superman","Skud","3","Elsu","Hayate","Lorion","Aya"
"VGM","BOX","2","6-March-2022","8:30:00 PM","AOG2022Spring","Vietnam","Airi","WonderWoman","Iggy","Elsu","Amily","23:03","Mina","Laville","Krixi","Kriknak","Ryoma","Aya","Omen","Aoi","Keera","4","Veres","Volkath","Lorion","Florentino"
"B2F","HEV","1","26-March-2022","5:00:00 PM","AOG2022Spring","Vietnam","Yena","Kriknak","Liliana","Slimz","Roxie","19:40","Amily","Hayate","Krixi","Eland'orr","Omen","Aya","Lorion","Keera","Skud","1","Zuka","Aoi","Mina","Florentino"
"B2F","HEV","2","26-March-2022","5:00:00 PM","AOG2022Spring","Vietnam","Mina","Tulen","WonderWoman","Laville","Baldum","09:53","Thane","Elsu","Iggy","Veres","Tachi","Florentino","Lorion","Skud","Kriknak","2","Hayate","Peura","Omen","Aya"
"B2F","HEV","2","26-March-2022","5:00:00 PM","AOG2022Spring","Vietnam","Riktor","Tachi","Lorion","Tel'Annas","Zip","14:54","Baldum","Laville","Yue","Airi","Skud","Mina","Florentino","Aoi","Kriknak","3","Keera","Veres","Omen","Aya"
"B2F","HEV","2","26-March-2022","5:00:00 PM","AOG2022Spring","Vietnam","Florentino","Sinestrea","Annette","Celica","Thane","12;14","Zip","Volkath","Zata","Wisp","Riktor","Mina","Lorion","Kriknak","Keera","4","Skud","Xeniel","Omen","Aya"
"FL","SGP","2","26-March-2022","7:30:00 PM","AOG2022Spring","Vietnam","Zuka","Kriknak","Krixi","Laville","Lumburr","12:45","Gildur","Elsu","Yue","Volkath","Riktor","Aya","Lorion","Yena","LuBu","1","Aoi","Eland'orr","Iggy","Omen"
"FL","SGP","2","26-March-2022","7:30:00 PM","AOG2022Spring","Vietnam","LuBu","Slimz","Liliana","Ryoma","Riktor","18:11","Tachi","Capheny","Iggy","Veres","Airi","Omen","Aoi","Keera","Kriknak","2","Yena","Volkath","Lorion","Aya"
"FL","SGP","2","26-March-2022","7:30:00 PM","AOG2022Spring","Vietnam","Yena","Kil'Groth","Iggy","Hayate","Baldum","13:52","Roxie","Laville","Liliana","Aoi","Superman","Aya","Lorion","Florentino","Zuka","3","Eland'orr","Skud","Elsu","Omen"
"CES","BOX","1","27-March-2022","2:30:00 PM","AOG2022Spring","Vietnam","Airi","Veres","Yue","Capheny","Lumburr","14:57","Xeniel","Hayate","WonderWoman","Tulen","Yena","Omen","Iggy","Florentino","Aoi","1","Kriknak","Eland'orr","Lorion","Aya"
"CES","BOX","1","27-March-2022","2:30:00 PM","AOG2022Spring","Vietnam","Qi","Keera","Krixi","Laville","Riktor","11:25","Lumburr","TheJoker","Iggy","Eland'orr","Ryoma","Aya","Lorion","Errol","Skud","2","Roxie","Florentino","Liliana","Omen"
"CES","BOX","2","27-March-2022","2:30:00 PM","AOG2022Spring","Vietnam","Omen","Eland'orr","Liliana","Hayate","Tachi","17:15","Amily","Slimz","Lorion","Nakroth","Superman","Aya","Yue","Keera","Veres","3","LuBu","Kriknak","Mina","Florentino"
"CES","BOX","2","27-March-2022","2:30:00 PM","AOG2022Spring","Vietnam","Superman","Errol","Iggy","Elsu","Mina","19:38","Peura","Capheny","Liliana","Kriknak","Qi","Krixi","Florentino","Keera","Volkath","4","LuBu","Ryoma","Lorion","Aya"
"CES","BOX","1","27-March-2022","2:30:00 PM","AOG2022Spring","Vietnam","Florentino","WonderWoman","Ilumia","Tel'Annas","Zip","12:38","Ata","Violet","Raz","Keera","LuBu","Krixi","Yue","Riktor","Airi","5","Aoi","Kriknak","Lorion","Aya"
"HQ","FAP","1","27-March-2022","5:00:00 PM","AOG2022Spring","Vietnam","Florentino","Qi","Lorion","Hayate","Arthur","10:15","Riktor","Laville","Liliana","Tulen","Amily","Omen","Iggy","Eland'orr","Volkath","1","Lumburr","Mina","Roxie","Aya"
"HQ","FAP","1","27-March-2022","5:00:00 PM","AOG2022Spring","Vietnam","Yena","Skud","Liliana","Slimz","Lumburr","23:46","Tachi","Elsu","Yue","Volkath","Florentino","Aya","Hayate","Thane","Baldum","2","Keera","Aoi","Iggy","Omen"
"HQ","FAP","1","27-March-2022","5:00:00 PM","AOG2022Spring","Vietnam","Riktor","Veres","Iggy","Yorn","Zip","13:55","Roxie","Capheny","Lorion","Aoi","Airi","Hayate","Mina","Yena","Qi","3","TheJoker","Eland'orr","Omen","Aya"
"MG","VGM","2","27-March-2022","7:30:00 PM","AOG2022Spring","Vietnam","Riktor","LuBu","Yue","Capheny","Thane","13:19","Arthur","Wisp","Tulen","WonderWoman","Qi","Omen","Iggy","Alice","Aoi","1","Lumburr","Veres","Lorion","Aya"
"MG","VGM","2","27-March-2022","7:30:00 PM","AOG2022Spring","Vietnam","Roxie","Keera","Iggy","Elsu","Lumburr","18:50","Xeniel","Laville","Raz","Volkath","Airi","Omen","Yue","TheJoker","Aoi","2","Yena","Eland'orr","Lorion","Aya"
"MG","VGM","1","27-March-2022","7:30:00 PM","AOG2022Spring","Vietnam","Florentino","Eland'orr","Liliana","Violet","Ormarr","20:15","Riktor","Capheny","Lorion","Veres","Ryoma","Aya","Elsu","Keera","Lumburr","3","Mina","Yena","Volkath","Omen"
"MG","VGM","2","27-March-2022","7:30:00 PM","AOG2022Spring","Vietnam","Qi","Veres","Tulen","Hayate","Mina","20:13","Tachi","TheJoker","Krixi","Eland'orr","Yena","Aya","Elsu","Florentino","Keera","4","Xeniel","Skud","Lorion","Omen"
"HQ","FL","2","31-March-2022","5:00:00 PM","AOG2022Spring","Vietnam","Riktor","Qi","Liliana","Hayate","Mina","14:27","Xeniel","Capheny","Lorion","Eland'orr","Airi","Aya","Yue","Nakroth","Florentino","1","Aoi","Yena","Iggy","Omen"
"HQ","FL","2","31-March-2022","5:00:00 PM","AOG2022Spring","Vietnam","Volkath","Nakroth","Kahlii","Slimz","Lumburr","23:55","Riktor","Elsu","Yue","Keera","Yena","Aya","Liliana","Florentino","Aoi","2","Ilumia","Airi","Iggy","Omen"
"HQ","FL","1","31-March-2022","5:00:00 PM","AOG2022Spring","Vietnam","Florentino","Skud","Lorion","Yorn","Zip","17:13","Roxie","Thorne","Tulen","Kriknak","Omen","Hayate","Krixi","Slimz","TheJoker","3","Eland'orr","Superman","Elsu","Aya"
"HQ","FL","2","31-March-2022","5:00:00 PM","AOG2022Spring","Vietnam","Yena","Airi","Krixi","Thorne","Baldum","19:34","Lumburr","Zuka","Iggy","Wisp","Qi","Aya","Hayate","Slimz","TheJoker","4","Eland'orr","Keera","Yue","Omen"
"CES","FAP","1","31-March-2022","7:30:00 PM","AOG2022Spring","Vietnam","Airi","Errol","Yue","Elsu","Riktor","10:43","Arthur","Slimz","Liliana","Aoi","Florentino","Omen","Iggy","Baldum","Roxie","1","Yena","Eland'orr","Lorion","Aya"
"CES","FAP","1","31-March-2022","7:30:00 PM","AOG2022Spring","Vietnam","Ryoma","Eland'orr","Ilumia","TheJoker","Lumburr","17:09","Tachi","Hayate","Iggy","Kriknak","Yena","Aya","Lorion","Keera","Mina","2","Laville","Florentino","Krixi","Omen"
"CES","FAP","1","31-March-2022","7:30:00 PM","AOG2022Spring","Vietnam","Qi","Keera","Liliana","Hayate","WonderWoman","21:14","Mina","Capheny","Lorion","Nakroth","Airi","Aya","Elsu","Eland'orr","Tulen","3","Florentino","Skud","Iggy","Omen"
"MG","BOX","1","1-April-2022","5:00:00 PM","AOG2022Spring","Vietnam","Yena","Skud","Yue","Laville","Lumburr","14:14","Mina","TheJoker","WonderWoman","Keera","Riktor","Omen","Iggy","Tulen","Airi","1","Roxie","Florentino","Lorion","Aya"
"MG","BOX","1","1-April-2022","5:00:00 PM","AOG2022Spring","Vietnam","Riktor","Amily","Krixi","TheJoker","Baldum","14:25","Peura","Capheny","Liliana","Aoi","Ryoma","Aya","Lorion","Violet","Hayate","2","Florentino","LuBu","Roxie","Omen"
