Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28
SGP,VGM,1,2/26/2022,7:30:00 PM,AOG2022Spring,Vietnam,Florentino,Errol,Iggy,Violet,Omen,11:59,Mina,Capheny,Annette,Wukong,Ryoma,Elsu,Krixi,Raz,Yue,4,Laville,TheJoker,Lorion,Aya,Khoa
SGP,VGM,1,2/26/2022,7:30:00 PM,AOG2022Spring,Vietnam,Airi,Volkath,WonderWoman,Laville,Ilumia,18:36,Xeniel,Elsu,Liliana,Tachi,Qi,Omen,Kriknak,Lumburr,Baldum,5,Keera,Roxie,Lorion,Aya,Bângg
TV,MG,1,2/27/2022,2:30:00 PM,AOG2022Spring,Vietnam,Airi,Tulen,Annette,Laville,Mina,10:26,WonderWoman,Hayate,Liliana,Aoi,Florentino,Superman,Yue,Veres,Skud,1,Omen,Eland'orr,Lorion,Aya,Guay
TV,MG,1,2/27/2022,2:30:00 PM,AOG2022Spring,Vietnam,Riktor,Skud,Liliana,Slimz,Lumburr,21:09,Mina,Elsu,Yue,Kriknak,Roxie,Aya,Omen,Veres,Airi,2,Iggy,Volkath,Aoi,Florentino,HQ
TV,MG,2,2/27/2022,2:30:00 PM,AOG2022Spring,Vietnam,Veres,Amily,Lorion,Capheny,Baldum,20:54,Lumburr,Wisp,Krixi,Fennik,Omen,Aya,Airi,Keera,Eland'orr,3,Kriknak,Aoi,Hayate,Florentino,AnhTân
TV,MG,1,2/27/2022,2:30:00 PM,AOG2022Spring,Vietnam,Qi,Errol,Krixi,Hayate,Thane,20:30,Annette,Capheny,Tachi,Tulen,Yena,Lorion,Airi,Eland'orr,Veres,4,Florentino,Aoi,Aya,Omen,Guay
CES,B2F,2,2/27/2022,5:00:00 PM,AOG2022Spring,Vietnam,Qi,Tulen,WonderWoman,Elsu,Riktor,17:57,Mina,Slimz,Liliana,Skud,Superman,Omen,Florentino,Eland'orr,Aoi,1,Airi,Ryoma,Lorion,Aya,Sun
CES,B2F,1,2/27/2022,5:00:00 PM,AOG2022Spring,Vietnam,Zuka,Aoi,Yue,Capheny,Roxie,21:53,WonderWoman,Hayate,Iggy,Volkath,Yena,Omen,Elsu,Errol,Eland'orr,2,Airi,Florentino,Lorion,Aya,Jaycee
CES,B2F,1,2/27/2022,5:00:00 PM,AOG2022Spring,Vietnam,Florentino,Veres,Krixi,Violet,Tachi,20:28,Baldum,Laville,Lorion,Nakroth,Omen,Aya,Elsu,Airi,Keera,3,Kriknak,Eland'orr,Mina,Hayate,UTx2
CES,B2F,1,2/27/2022,5:00:00 PM,AOG2022Spring,Vietnam,Superman,Nakroth,Lorion,Hayate,Mina,12:49,Tachi,Fennik,Krixi,Veres,Airi,Elsu,Florentino,Eland'orr,Aoi,4,Keera,Kriknak,Omen,Aya,Jaycee
FAP,BOX,1,2/27/2022,7:30:00 PM,AOG2022Spring,Vietnam,Superman,Kriknak,WonderWoman,Laville,Krixi,16:45,Lumburr,Hayate,Yue,Errol,Airi,Lorion,Iggy,Florentino,Aoi,1,Veres,Eland'orr,Iggy,Omen,16.03
FAP,BOX,2,2/27/2022,7:30:00 PM,AOG2022Spring,Vietnam,Airi,Errol,Liliana,Elsu,Roxie,14:48,Peura,Capheny,WonderWoman,Tulen,Skud,Omen,Iggy,Superman,Florentino,2,Volkath,Keera,Lorion,Aya,KT
FAP,BOX,2,2/27/2022,7:30:00 PM,AOG2022Spring,Vietnam,Riktor,Nakroth,Iggy,Hayate,Baldum,15:19,Xeniel,Wisp,Ilumia,Volkath,Ryoma,Omen,Roxie,Krixi,Liliana,3,Skud,Keera,Lorion,Aya,20Percent
FAP,BOX,2,2/27/2022,7:30:00 PM,AOG2022Spring,Vietnam,Florentino,Tulen,Annette,Violet,Tachi,14:18,Omen,Slimz,Krixi,Eland'orr,Zuka,Aya,Lorion,Qi,Yena,4,Capheny,Volkath,Mina,Yue,Akashi
FAP,HEV,2,3/3/2022,3:30:00 PM,AOG2022Spring,Vietnam,Riktor,LuBu,Lorion,Elsu,Ata,20:35,Zip,Slimz,Liliana,Volkath,Max,Omen,Iggy,Florentino,Qi,1,Eland'orr,Aoi,Yue,Aya,Triết
FAP,HEV,2,3/3/2022,3:30:00 PM,AOG2022Spring,Vietnam,Yena,Tulen,WonderWoman,Slimz,Ilumia,11:30,Mina,Elsu,Iggy,Aoi,Qi,Aya,Lorion,Roxie,Eland'orr,2,Volkath,Superman,Omen,Florentino,Kent
FAP,HEV,2,3/3/2022,3:30:00 PM,AOG2022Spring,Vietnam,Superman,Eland'orr,Krixi,Laville,Baldum,13:13,Roxie,Hayate,Zata,Butterfly,Omen,Lorion,Tulen,Keera,Kriknak,3,Florentino,Mina,Yue,Aya,Triết
SGP,MG,1,3/3/2022,6:00:00 PM,AOG2022Spring,Vietnam,Airi,Tulen,WonderWoman,TheJoker,Riktor,20:10,Mina,Hayate,Yue,Skud,Arthur,Aya,Elsu,Roxie,Omen,1,Eland'orr,Florentino,Aoi,Superman,Fish
SGP,MG,1,3/3/2022,6:00:00 PM,AOG2022Spring,Vietnam,Superman,Veres,Krixi,Elsu,Tachi,14:53,Lumburr,Slimz,Lorion,Aoi,Volkath,Aya,Tulen,Florentino,Airi,2,Eland'orr,Omen,Yue,Hayate,Khoa
SGP,MG,1,3/3/2022,6:00:00 PM,AOG2022Spring,Vietnam,Mina,Fennik,Lorion,Laville,Omen,11:27,Zip,Wisp,Krixi,Errol,Roxie,Tulen,Florentino,Veres,Airi,3,Kriknak,Aoi,Aya,Hayate,Fish
VGM,B2F,1,3/4/2022,1:00:00 PM,AOG2022Spring,Vietnam,Amily,Volkath,Lorion,Elsu,Omen,14:39,Mina,Laville,Krixi,Errol,Yena,Eland'orr,Superman,Aoi,Veres,1,Airi,Florentino,Yue,Aya,Maris
VGM,B2F,1,3/4/2022,1:00:00 PM,AOG2022Spring,Vietnam,Arthur,Aoi,Aya,Slimz,Taara,16:46,Arum,Elsu,Yue,Veres,Zuka,Omen,Lorion,Kriknak,Keera,2,Superman,Airi,Hayate,Florentino,Han
VGM,B2F,2,3/4/2022,1:00:00 PM,AOG2022Spring,Vietnam,Yena,Airi,Krixi,Capheny,Superman,35:34,Baldum,Slimz,Lorion,WonderWoman,Riktor,Aya,Omen,Aoi,Kriknak,3,Laville,TheJoker,Mina,Yue,Kubo
VGM,B2F,1,3/4/2022,1:00:00 PM,AOG2022Spring,Vietnam,Ryoma,Tulen,WonderWoman,TheJoker,Tachi,17:56,Thane,Capheny,Liliana,Volkath,Superman,Yue,Hayate,Wisp,Laville,4,Aoi,Eland'orr,Omen,Aya,Maris
BOX,TV,2,3/4/2022,3:30:00 PM,AOG2022Spring,Vietnam,Skud,Volkath,Yue,Capheny,Tachi,19:49,Mina,Laville,Krixi,LuBu,Yena,Aya,Elsu,Veres,Omen,1,Airi,Florentino,Hayate,Roxie,Guay
BOX,TV,1,3/4/2022,3:30:00 PM,AOG2022Spring,Vietnam,Florentino,Keera,WonderWoman,Laville,Baldum,13:53,Zip,Yorn,Veres,Tulen,Omen,Aya,Lorion,Capheny,Slimz,2,Krixi,Eland'orr,Hayate,Mina,Akashi
BOX,TV,2,3/4/2022,3:30:00 PM,AOG2022Spring,Vietnam,Ryoma,Eland'orr,Krixi,Fennik,Xeniel,13:07,Lumburr,Slimz,Lorion,Aoi,Riktor,Aya,Yue,Superman,Volkath,3,Airi,TheJoker,Hayate,Omen,Turna
BOX,TV,1,3/4/2022,3:30:00 PM,AOG2022Spring,Vietnam,Yena,Kriknak,Lorion,Hayate,Alice,21:06,Baldum,Violet,Liliana,Eland'orr,Airi,Florentino,Yue,Capheny,Elsu,4,Roxie,Lumburr,Omen,Aya,Akashi
BOX,TV,2,3/4/2022,3:30:00 PM,AOG2022Spring,Vietnam,Zuka,Veres,Elsu,Tulen,Riktor,10:07,Tachi,Hayate,Iggy,Skud,WonderWoman,Aya,Yue,Florentino,Roxie,5,Slimz,Zip,Lumburr,Omen,Turna
CES,MG,2,3/4/2022,6:00:00 PM,AOG2022Spring,Vietnam,Ryoma,Nakroth,Yue,Laville,Roxie,14:47,Mina,Hayate,Krixi,Paine,Omen,Aya,Elsu,Eland'orr,Veres,1,Airi,Kriknak,Aoi,Superman,AnhTân
CES,MG,1,3/4/2022,6:00:00 PM,AOG2022Spring,Vietnam,Mina,Keera,Lorion,Elsu,WonderWoman,15:48,Lumburr,Wisp,Iggy,Eland'orr,Veres,Yue,Florentino,Airi,Ryoma,2,Kriknak,Paine,Aya,Omen,Judas
CES,MG,1,3/4/2022,6:00:00 PM,AOG2022Spring,Vietnam,Skud,Eland'orr,Krixi,Tel'Annas,Baldum,17:58,Roxie,Violet,Liliana,Nakroth,Yena,Yue,Elsu,Aoi,Volkath,3,Florentino,Kriknak,Aya,Omen,Rina
CES,MG,1,3/4/2022,6:00:00 PM,AOG2022Spring,Vietnam,Yena,Veres,Iggy,Hayate,Lumburr,14:34,Baldum,Slimz,Tachi,Keera,Qi,Lorion,Elsu,WonderWoman,Riktor,4,Errol,Aoi,Aya,Omen,Judas
SGP,HEV,1,3/4/2022,8:30:00 PM,AOG2022Spring,Vietnam,Yena,Veres,Iggy,Laville,Tachi,08:59,Baldum,Elsu,Liliana,Errol,Superman,Aya,Tulen,Mina,Aoi,1,Airi,Volkath,Florentino,Omen,Bângg
SGP,HEV,2,3/4/2022,8:30:00 PM,AOG2022Spring,Vietnam,Ryoma,Tulen,WonderWoman,TheJoker,Riktor,09:03,Tachi,Capheny,Annette,Skud,Yena,Omen,Roxie,Xeniel,Florentino,2,Yue,Lorion,Elsu,Aya,Vincent
SGP,HEV,1,3/4/2022,8:30:00 PM,AOG2022Spring,Vietnam,Zuka,Airi,Liliana,Violet,Omen,16:58,Mina,Hayate,Jinnar,Eland'orr,Florentino,Tulen,Krixi,Yue,Butterfly,3,Kriknak,Keera,Lorion,Aya,Fish
SGP,HEV,1,3/4/2022,8:30:00 PM,AOG2022Spring,Vietnam,Mina,Errol,Lorion,Elsu,Baldum,11:46,Riktor,Slimz,Krixi,LuBu,Veres,Tulen,Airi,Volkath,Butterfly,4,Keera,Aoi,Florentino,Aya,Bângg
FAP,VGM,1,3/5/2022,1:00:00 PM,AOG2022Spring,Vietnam,Ryoma,Nakroth,Lorion,Slimz,Riktor,15:44,Baldum,Elsu,TheFlash,Veres,Superman,Omen,Roxie,Eland'orr,Kriknak,1,Keera,Airi,Aoi,Aya,NamH
FAP,VGM,2,3/5/2022,1:00:00 PM,AOG2022Spring,Vietnam,Yena,Veres,WonderWoman,Hayate,Krixi,22:03,Xeniel,Laville,Yue,Tachi,Airi,Lorion,Aya,Florentino,Roxie,2,Volkath,Aoi,Superman,Omen,QuangHai
FAP,VGM,1,3/5/2022,1:00:00 PM,AOG2022Spring,Vietnam,Mina,Eland'orr,Yue,Laville,Baldum,13:21,Ormarr,Slimz,WonderWoman,Tulen,Riktor,Lorion,Aya,Hayate,Florentino,3,Skud,Aoi,Roxie,Omen,16.03
FAP,VGM,2,3/5/2022,1:00:00 PM,AOG2022Spring,Vietnam,Florentino,Skud,Liliana,Elsu,Tachi,12:47,Peura,Capheny,Krixi,Aoi,Roxie,Omen,Lorion,Max,Volkath,4,Keera,Xeniel,Superman,Aya,Han
FAP,VGM,2,3/5/2022,1:00:00 PM,AOG2022Spring,Vietnam,Qi,Tulen,Annette,Capheny,Thane,16:16,Krizzix,Hayate,Liliana,Kriknak,Amily,Lorion,Mina,Eland'orr,Ryoma,5,Peura,Lumburr,Omen,Aya,Han
B2F,TV,2,3/5/2022,3:30:00 PM,AOG2022Spring,Vietnam,Superman,Errol,Liliana,Elsu,Mina,12:58,Tachi,Slimz,Iggy,Aoi,Riktor,Lorion,Aya,Eland'orr,Skud,1,Keera,Tulen,WonderWoman,Hayate,Freeway
B2F,TV,2,3/5/2022,3:30:00 PM,AOG2022Spring,Vietnam,Zuka,Kriknak,Krixi,Laville,Arum,12:30,Taara,TheJoker,Aya,Veres,LuBu,Mina,Hayate,Superman,Eland'orr,2,Omen,Florentino,Yue,Riktor,Turna
B2F,TV,2,3/5/2022,3:30:00 PM,AOG2022Spring,Vietnam,Airi,Aoi,Lorion,Capheny,Omen,09:48,Krizzix,Hayate,Krixi,Butterfly,Florentino,Mina,Superman,Lumburr,Skud,3,Veres,Eland'orr,Iggy,Aya,Guay
FL,BOX,2,3/5/2022,6:00:00 PM,AOG2022Spring,Vietnam,Florentino,Eland'orr,Krixi,Capheny,Tachi,16:56,Amily,Hayate,Lorion,Paine,Yena,Aya,Elsu,Keera,Tulen,1,Ryoma,Airi,Yue,Omen,Ara
FL,BOX,1,3/5/2022,6:00:00 PM,AOG2022Spring,Vietnam,Qi,Tulen,Elsu,Iggy,Lumburr,21:08,Peura,Capheny,Liliana,Skud,Superman,Omen,Florentino,Aoi,Airi,2,Veres,Kriknak,Lorion,Aya,Maximus
FL,BOX,1,3/5/2022,6:00:00 PM,AOG2022Spring,Vietnam,Yena,Skud,Lorion,Hayate,Roxie,18:47,Tachi,Slimz,Yue,Kriknak,Ryoma,Florentino,Mina,Keera,Eland'orr,3,Volkath,Airi,Omen,Aya,Maximus
FL,BOX,1,3/5/2022,6:00:00 PM,AOG2022Spring,Vietnam,Omen,Nakroth,Liliana,Wisp,WonderWoman,16:04,Mina,Laville,DiaoChan,Keera,Florentino,Krixi,Roxie,LuBu,Raz,4,Ryoma,Airi,Yue,Aya,Medusa
CES,HEV,2,3/5/2022,8:30:00 PM,AOG2022Spring,Vietnam,Zuka,Keera,Lorion,Laville,Roxie,16:19,Tachi,Hayate,Krixi,Kriknak,Qi,Aya,Elsu,Eland'orr,Mina,1,Aoi,Airi,Florentino,Omen,Upin
CES,HEV,2,3/5/2022,8:30:00 PM,AOG2022Spring,Vietnam,Airi,Errol,Iggy,Slimz,Lumburr,13:25,Peura,Capheny,Zata,Veres,Mina,Aya,Lorion,Keera,Eland'orr,2,Kriknak,Aoi,Florentino,Hayate,Khiên-G
CES,HEV,2,3/5/2022,8:30:00 PM,AOG2022Spring,Vietnam,Qi,Eland'orr,Liliana,Elsu,Tachi,12:23,Baldum,Slimz,Yue,Volkath,Amily,Lorion,Florentino,Airi,Iggy,3,Veres,LuBu,Omen,Aya,Upin
SGP,TV,1,3/6/2022,1:00:00 PM,AOG2022Spring,Vietnam,Florentino,Volkath,Krixi,Hayate,Tachi,10:50,Arum,Laville,WonderWoman,Tulen,Riktor,Omen,Liliana,Airi,Elsu,1,Veres,Skud,Yue,Aya,Red
SGP,TV,1,3/6/2022,1:00:00 PM,AOG2022Spring,Vietnam,Qi,Fennik,Lorion,Elsu,Veres,20:43,Mina,Slimz,Yue,Aoi,Kil'Groth,Aya,Krixi,Florentino,Omen,2,Airi,Zuka,Iggy,Superman,Khoa
SGP,TV,1,3/6/2022,1:00:00 PM,AOG2022Spring,Vietnam,Riktor,Airi,Lauriel,Laville,WonderWoman,13:04,Tachi,Hayate,Liliana,Skud,Florentino,Aya,Omen,Roxie,Thane,3,Aoi,Slimz,Yue,Mina,Red
FAP,MG,2,3/6/2022,3:30:00 PM,AOG2022Spring,Vietnam,Riktor,Keera,Yue,Slimz,Baldum,15:03,Lumburr,Elsu,Iggy,Veres,Airi,Lorion,Aya,Florentino,Qi,1,Volkath,Omen,Aoi,Superman,AnhTân
FAP,MG,1,3/6/2022,3:30:00 PM,AOG2022Spring,Vietnam,Ryoma,Kriknak,Lorion,Capheny,Mina,17:46,WonderWoman,Hayate,Krixi,Aoi,Florentino,Omen,Roxie,Riktor,Baldum,2,Eland'orr,Tulen,Aya,Elsu,WhiteT
FAP,MG,2,3/6/2022,3:30:00 PM,AOG2022Spring,Vietnam,Amily,WonderWoman,Krixi,Laville,Roxie,10:56,Mina,Wisp,Tulen,Kriknak,Omen,Lorion,Aya,Keera,Superman,3,Skud,Aoi,Hayate,Florentino,TwentySix
FAP,MG,2,3/6/2022,3:30:00 PM,AOG2022Spring,Vietnam,Superman,Eland'orr,Liliana,Violet,Lumburr,13:29,Baldum,Capheny,Annette,Keera,Yena,Lorion,Yue,Volkath,Riktor,4,Aoi,Florentino,Aya,Omen,NamHi
FL,B2F,1,3/6/2022,6:00:00 PM,AOG2022Spring,Vietnam,Yena,Kriknak,Liliana,Elsu,Amily,16:05,Lumburr,Slimz,Iggy,Qi,Tachi,Omen,Krixi,Florentino,Volkath,1,Aoi,Skud,Lorion,Aya,Maximus
FL,B2F,1,3/6/2022,6:00:00 PM,AOG2022Spring,Vietnam,Ryoma,Errol,Yue,Slimz,Baldum,16:18,Mina,Laville,Krixi,Volkath,Superman,Aya,Tulen,Keera,Eland'orr,2,Florentino,Riktor,Lorion,Hayate,XB
FL,B2F,1,3/6/2022,6:00:00 PM,AOG2022Spring,Vietnam,Airi,Nakroth,Krixi,Capheny,Omen,13:42,Amily,Hayate,Liliana,Veres,WonderWoman,Florentino,Tulen,Keera,Roxie,3,Eland'orr,Lumburr,Lorion,Aya,Maximus
VGM,BOX,2,3/6/2022,8:30:00 PM,AOG2022Spring,Vietnam,Superman,Wukong,Liliana,Slimz,Lumburr,13:13,Amily,Hayate,WonderWoman,Tulen,Qi,Omen,Florentino,Yena,Airi,1,Aoi,Eland'orr,Elsu,Aya,Akashi
VGM,BOX,2,3/6/2022,8:30:00 PM,AOG2022Spring,Vietnam,Yena,Nakroth,Krixi,Laville,Tachi,12:59,Baldum,Slimz,Lorion,Eland'orr,Florentino,Aya,Mina,Volkath,Roxie,2,Keera,Aoi,Yue,Omen,Akashi
VGM,BOX,1,3/6/2022,8:30:00 PM,AOG2022Spring,Vietnam,Qi,Aoi,Yue,Wisp,Roxie,25:53,Peura,Capheny,Iggy,Volkath,Riktor,Omen,Krixi,Superman,Skud,3,Elsu,Hayate,Lorion,Aya,Maris
VGM,BOX,2,3/6/2022,8:30:00 PM,AOG2022Spring,Vietnam,Airi,WonderWoman,Iggy,Elsu,Amily,23:03,Mina,Laville,Krixi,Kriknak,Ryoma,Aya,Omen,Aoi,Keera,4,Veres,Volkath,Lorion,Florentino,Ara
B2F,HEV,1,3/26/2022,5:00:00 PM,AOG2022Spring,Vietnam,Yena,Kriknak,Liliana,Slimz,Roxie,19:40,Amily,Hayate,Krixi,Eland'orr,Omen,Aya,Lorion,Keera,Skud,1,Zuka,Aoi,Mina,Florentino,Pudding
B2F,HEV,2,3/26/2022,5:00:00 PM,AOG2022Spring,Vietnam,Mina,Tulen,WonderWoman,Laville,Baldum,09:53,Thane,Elsu,Iggy,Veres,Tachi,Florentino,Lorion,Skud,Kriknak,2,Hayate,Peura,Omen,Aya,MH
B2F,HEV,2,3/26/2022,5:00:00 PM,AOG2022Spring,Vietnam,Riktor,Tachi,Lorion,Tel'Annas,Zip,14:54,Baldum,Laville,Yue,Airi,Skud,Mina,Florentino,Aoi,Kriknak,3,Keera,Veres,Omen,Aya,Triết
B2F,HEV,2,3/26/2022,5:00:00 PM,AOG2022Spring,Vietnam,Florentino,Sinestrea,Annette,Celica,Thane,12;14,Zip,Volkath,Zata,Wisp,Riktor,Mina,Lorion,Kriknak,Keera,4,Skud,Xeniel,Omen,Aya,MH
FL,SGP,2,3/26/2022,7:30:00 PM,AOG2022Spring,Vietnam,Zuka,Kriknak,Krixi,Laville,Lumburr,12:45,Gildur,Elsu,Yue,Volkath,Riktor,Aya,Lorion,Yena,LuBu,1,Aoi,Eland'orr,Iggy,Omen,Red
FL,SGP,2,3/26/2022,7:30:00 PM,AOG2022Spring,Vietnam,LuBu,Slimz,Liliana,Ryoma,Riktor,18:11,Tachi,Capheny,Iggy,Veres,Airi,Omen,Aoi,Keera,Kriknak,2,Yena,Volkath,Lorion,Aya,Yiwei
FL,SGP,2,3/26/2022,7:30:00 PM,AOG2022Spring,Vietnam,Yena,Kil'Groth,Iggy,Hayate,Baldum,13:52,Roxie,Laville,Liliana,Aoi,Superman,Aya,Lorion,Florentino,Zuka,3,Eland'orr,Skud,Elsu,Omen,Bângg
CES,BOX,1,3/27/2022,2:30:00 PM,AOG2022Spring,Vietnam,Airi,Veres,Yue,Capheny,Lumburr,14:57,Xeniel,Hayate,WonderWoman,Tulen,Yena,Omen,Iggy,Florentino,Aoi,1,Kriknak,Eland'orr,Lorion,Aya,Judas
CES,BOX,1,3/27/2022,2:30:00 PM,AOG2022Spring,Vietnam,Qi,Keera,Krixi,Laville,Riktor,11:25,Lumburr,TheJoker,Iggy,Eland'orr,Ryoma,Aya,Lorion,Errol,Skud,2,Roxie,Florentino,Liliana,Omen,UTx2
CES,BOX,2,3/27/2022,2:30:00 PM,AOG2022Spring,Vietnam,Omen,Eland'orr,Liliana,Hayate,Tachi,17:15,Amily,Slimz,Lorion,Nakroth,Superman,Aya,Yue,Keera,Veres,3,LuBu,Kriknak,Mina,Florentino,Ara
CES,BOX,2,3/27/2022,2:30:00 PM,AOG2022Spring,Vietnam,Superman,Errol,Iggy,Elsu,Mina,19:38,Peura,Capheny,Liliana,Kriknak,Qi,Krixi,Florentino,Keera,Volkath,4,LuBu,Ryoma,Lorion,Aya,KT
CES,BOX,1,3/27/2022,2:30:00 PM,AOG2022Spring,Vietnam,Florentino,WonderWoman,Ilumia,Tel'Annas,Zip,12:38,Ata,Violet,Raz,Keera,LuBu,Krixi,Yue,Riktor,Airi,5,Aoi,Kriknak,Lorion,Aya,Jaycee
HQ,FAP,1,3/27/2022,5:00:00 PM,AOG2022Spring,Vietnam,Florentino,Qi,Lorion,Hayate,Arthur,10:15,Riktor,Laville,Liliana,Tulen,Amily,Omen,Iggy,Eland'orr,Volkath,1,Lumburr,Mina,Roxie,Aya,Guay
HQ,FAP,1,3/27/2022,5:00:00 PM,AOG2022Spring,Vietnam,Yena,Skud,Liliana,Slimz,Lumburr,23:46,Tachi,Elsu,Yue,Volkath,Florentino,Aya,Hayate,Thane,Baldum,2,Keera,Aoi,Iggy,Omen,HQ
HQ,FAP,1,3/27/2022,5:00:00 PM,AOG2022Spring,Vietnam,Riktor,Veres,Iggy,Yorn,Zip,13:55,Roxie,Capheny,Lorion,Aoi,Airi,Hayate,Mina,Yena,Qi,3,TheJoker,Eland'orr,Omen,Aya,Guay
MG,VGM,2,3/27/2022,7:30:00 PM,AOG2022Spring,Vietnam,Riktor,LuBu,Yue,Capheny,Thane,13:19,Arthur,Wisp,Tulen,WonderWoman,Qi,Omen,Iggy,Alice,Aoi,1,Lumburr,Veres,Lorion,Aya,QuangHai
MG,VGM,2,3/27/2022,7:30:00 PM,AOG2022Spring,Vietnam,Roxie,Keera,Iggy,Elsu,Lumburr,18:50,Xeniel,Laville,Raz,Volkath,Airi,Omen,Yue,TheJoker,Aoi,2,Yena,Eland'orr,Lorion,Aya,Maris
MG,VGM,1,3/27/2022,7:30:00 PM,AOG2022Spring,Vietnam,Florentino,Eland'orr,Liliana,Violet,Ormarr,20:15,Riktor,Capheny,Lorion,Veres,Ryoma,Aya,Elsu,Keera,Lumburr,3,Mina,Yena,Volkath,Omen,AnhTân
MG,VGM,2,3/27/2022,7:30:00 PM,AOG2022Spring,Vietnam,Qi,Veres,Tulen,Hayate,Mina,20:13,Tachi,TheJoker,Krixi,Eland'orr,Yena,Aya,Elsu,Florentino,Keera,4,Xeniel,Skud,Lorion,Omen,Han
HQ,FL,2,3/31/2022,5:00:00 PM,AOG2022Spring,Vietnam,Riktor,Qi,Liliana,Hayate,Mina,14:27,Xeniel,Capheny,Lorion,Eland'orr,Airi,Aya,Yue,Nakroth,Florentino,1,Aoi,Yena,Iggy,Omen,XB
HQ,FL,2,3/31/2022,5:00:00 PM,AOG2022Spring,Vietnam,Volkath,Nakroth,Kahlii,Slimz,Lumburr,23:55,Riktor,Elsu,Yue,Keera,Yena,Aya,Liliana,Florentino,Aoi,2,Ilumia,Airi,Iggy,Omen,XB
HQ,FL,1,3/31/2022,5:00:00 PM,AOG2022Spring,Vietnam,Florentino,Skud,Lorion,Yorn,Zip,17:13,Roxie,Thorne,Tulen,Kriknak,Omen,Hayate,Krixi,Slimz,TheJoker,3,Eland'orr,Superman,Elsu,Aya,Modest
HQ,FL,2,3/31/2022,5:00:00 PM,AOG2022Spring,Vietnam,Yena,Airi,Krixi,Thorne,Baldum,19:34,Lumburr,Zuka,Iggy,Wisp,Qi,Aya,Hayate,Slimz,TheJoker,4,Eland'orr,Keera,Yue,Omen,XB
CES,FAP,1,3/31/2022,7:30:00 PM,AOG2022Spring,Vietnam,Airi,Errol,Yue,Elsu,Riktor,10:43,Arthur,Slimz,Liliana,Aoi,Florentino,Omen,Iggy,Baldum,Roxie,1,Yena,Eland'orr,Lorion,Aya,Judas
CES,FAP,1,3/31/2022,7:30:00 PM,AOG2022Spring,Vietnam,Ryoma,Eland'orr,Ilumia,TheJoker,Lumburr,17:09,Tachi,Hayate,Iggy,Kriknak,Yena,Aya,Lorion,Keera,Mina,2,Laville,Florentino,Krixi,Omen,Judas
CES,FAP,1,3/31/2022,7:30:00 PM,AOG2022Spring,Vietnam,Qi,Keera,Liliana,Hayate,WonderWoman,21:14,Mina,Capheny,Lorion,Nakroth,Airi,Aya,Elsu,Eland'orr,Tulen,3,Florentino,Skud,Iggy,Omen,UTx2
MG,BOX,1,4/1/2022,5:00:00 PM,AOG2022Spring,Vietnam,Yena,Skud,Yue,Laville,Lumburr,14:14,Mina,TheJoker,WonderWoman,Keera,Riktor,Omen,Iggy,Tulen,Airi,1,Roxie,Florentino,Lorion,Aya,Kaisa
MG,BOX,1,4/1/2022,5:00:00 PM,AOG2022Spring,Vietnam,Riktor,Amily,Krixi,TheJoker,Baldum,14:25,Peura,Capheny,Liliana,Aoi,Ryoma,Aya,Lorion,Violet,Hayate,2,Florentino,LuBu,Roxie,Omen,NamHi
MG,BOX,2,4/1/2022,5:00:00 PM,AOG2022Spring,Vietnam,WonderWoman,Keera,Liliana,Thorne,Zip,17:01,Ata,Hayate,Ilumia,Kriknak,Yena,Aya,Lorion,Baldum,Lumburr,3,Ryoma,Aoi,Florentino,Omen,TA
MG,BOX,2,4/1/2022,5:00:00 PM,AOG2022Spring,Vietnam,Mina,Nakroth,Lorion,Wisp,Xeniel,14:28,Omen,Slimz,Krixi,Eland'orr,Tachi,Florentino,Zip,Elsu,Thorne,4,Aoi,Kriknak,Hayate,Aya,TA
MG,BOX,2,4/1/2022,5:00:00 PM,AOG2022Spring,Vietnam,Veres,Volkath,Tulen,Hayate,Ormarr,12:29,Lumburr,Wisp,Iggy,Airi,Zuka,Lorion,Zip,Thorne,Laville,5,Tachi,Florentino,Omen,Aya,20Percent
HEV,VGM,2,4/1/2022,7:30:00 PM,AOG2022Spring,Vietnam,Zuka,Veres,Yue,Elsu,Baldum,26:24,Arthur,Laville,Lorion,Volkath,Yena,Aya,Superman,Lumburr,Thane,1,Keera,Eland'orr,Iggy,Omen,QuangHai
HEV,VGM,2,4/1/2022,7:30:00 PM,AOG2022Spring,Vietnam,Omen,Nakroth,Annette,Celica,Thane,15:46,Alice,Wisp,Krixi,Veres,Roxie,Florentino,Mina,Zip,Baldum,2,Lumburr,Xeniel,Lorion,Aya,HoàngTĐ
HEV,VGM,2,4/1/2022,7:30:00 PM,AOG2022Spring,Vietnam,Mina,Wisp,Iggy,Qi,Tachi,21:32,Riktor,Slimz,Raz,Airi,Zuka,Omen,Aoi,Keera,Wukong,3,Volkath,Roxie,Lorion,Aya,QuangHai
B2F,SGP,2,4/2/2022,2:30:00 PM,AOG2022Spring,Vietnam,Arduin,Veres,Liliana,Hayate,Riktor,13:09,Baldum,Thorne,Krixi,Volkath,Superman,Aya,Elsu,Airi,Florentino,1,Lumburr,Roxie,Eland'orr,Omen,Yiwei
