web-scraper-order,web-scraper-start-url,comment,user,Experience time,score,location,Triptype,score1,score2,score3,score4,score5,score6,,
1643532145-575,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"I will not give this 5 points but its a good hotel with a nice poolarea.
I like that they play music at the pool and that the staff offers great service.  Its a hotel for people that like to party but also very familly friendly with many pool activitys. The negativ is that the food at the pool is expensive if you look att what you get for the money. But overall a good stay!",Lindez,Date of stay: October 2015,4,"Loddekopinge, Sweden",Trip type: Traveled on business,null,null,null,null,null,null,,
1643532145-570,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,It was a Overnight stay But enjoyable. Room are with Perfect view . Best food ever had in Thailand. Great Staff enjoy the shopping also in hotel .all of the above the Perfect hotel for a perfect destination. Feel the rockstar inside you once You check in to the hotel .,SRBiswal,Date of stay: November 2015,5,"Cuttack, India",Trip type: Traveled with friends,null,null,null,null,null,null,,
1643532145-492,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,nice view  ... nice hotel... very bad for pool it was off ... poor breakfast  ... in all I like the trip  ... I can't do it again  without pool ... it was boring to stay in hotel  ... no activities... Beach far as way from hotel,m0hamedamri,Date of stay: October 2016,3,Cario ,Trip type: Traveled with friends,3-Value,4-Rooms,4-Location,5-Cleanliness,4-Service,4-Sleep Quality,,
1643532145-182,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Hard to communicate with the staff in the check in, i managed to get two deposits back, had to pay double for the minibar (i payed it with MY deposit when i check out) my friend extended it one more night and was supposed to pay his room with the deposit, instead he have to pay for my minibar and his own when he checked out = stealing money.",Adam A,Date of stay: October 2018,1,"Ko Samui, Thailand ",Trip type: Traveled on business,1-Value,1-Rooms,2-Location,3-Cleanliness,2-Service,1-Sleep Quality,,
1643532145-443,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"i was there with my family, the hotel location is good and the rooms was great.The outstanding part of our stay was the poolside bar and food. I had half of the cocktails listed on the menu and most of it was fantastic.A hotel I will definitely revisit.",matterhon_bistro,Date of stay: November 2016,4,"Johor Bahru, Malaysia ",Trip type: Traveled with family,4-Rooms,4-Location,5-Service,null,null,null,,
1643532145-117,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Pattaya beach view from rooms ; complimentary Steam & Sauna usage , a well placed Swimming Pool and a great breakfast spread , It was a family vacation and everyone enjoyed the stay. Hard Rock Live band playing in Cafe and all Hard Rock Stuff on display. A memorable venue for the first time visitor",SanjayS,Date of stay: November 2018,4,"New Delhi, Delhi, India",Trip type: Traveled with family,5-Location,4-Cleanliness,4-Service,null,null,null,,
1643532145-90,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"I do not speak English well
Information staff handled it well

Towel rental staff was so friendly

Why are there fitness room staff?
Not kind
What is the basics of hotel staff?

do you have joiners charge?",campsin,Date of stay: September 2019,4, ,Trip type: Traveled with family,3-Value,4-Rooms,4-Location,4-Cleanliness,4-Service,4-Sleep Quality,,
1643532145-280,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"The service was excellent and the entire facility was flawless.  Great location and a exceptional staff.  Thevfoid 2as great, as was the pool snd gym. 
 I won't even consider staying anywhere else  in Pattaya.",John B,Date of stay: November 2017,5,"Fishkill, New York ",Trip type: Traveled with friends,5-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643538801-1889,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Excellent property. friendly staff and very child friendly. Close to several eating joints near the hotel to try local food. Beach across the road. Had a great time overall !!!
Rooms were also very nice and spacious. Took a sea facing view room which had a great view of the ocean and the beach across the road.",327mira,Date of stay: January 2017,5,Hyderabad,Trip type: Traveled with family,5-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643538801-1618,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"We stayed here for 5 nights. Great place for family with young children.
Cons
1) Great location. 
2) 10mins to Walking Street.
3) Great amnities
4) Great restaurants
5) Treated like Royalty if you book room with Royalty package
6) They have big swimming pool
7) Great service-oriented staffs. Friendly too.
8) 5 star rooms
9) They have smoking rooms
Pros
1) Need land transfer from Bangkok if you do not have direct flight to Pattaya. (2hrs journey)
Strongly recommended & will be back the next time if we plan to go to Pattaya.",IMKH,Date of stay: November 2018,5,"Singapore, Singapore",Trip type: Traveled with family,null,null,null,null,null,null,,
1643538801-2043,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"The best pool in Pattaya, and also location is greate. The prices for roomservice and drinks at the pool is high for Thailand. You can order from the hard rock cafe to your room, then you know what food you get. The pizza in the pizza resturant is exstreamly expencive and not to good.",countrycollector,Date of stay: December 2014,4,"Oslo, Norway",Trip type: Traveled as a couple,4-Value,4-Cleanliness,4-Service,null,null,null,,
1643538801-1876,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,Very nice renovated swimming pool and good service . I stayed many times in Hard Rock and do it again . I always stay in Room 823 or  822  and same room no 823 was given to me as requested by me . This is appreciated,Qamran C,Date of stay: January 2017,5,"Sydney, Australia",Trip type: Traveled as a couple,5-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643538801-1499,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Last minute booking, found this hotel at a great rate. Loved everything about it. The location is perfect with easy access to the beach or shopping in addition we could make our way to Walking Street within 10 minutes on foot.",juliefiddler711,Date of stay: December 2019,5, ,Trip type: Traveled as a couple,5-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643538801-1520,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Came here 3 times, and I am hyped because I’m coming again in 5 days to kick off the new year just like I did 12 months ago. The buffet is very high quality, our room is very large with a nice view over the Bay Area. Thing I love the most is the activities, especially the basketball game; it really provides good fun and even if there are no games going on, feel free to shoot a hoop. The pool is the largest I’ve ever been to.",sneakgod180,Date of stay: December 2019,5, ,Trip type: Traveled with family,null,null,null,null,null,null,,
1643538801-1902,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,I love this hotel the location is perfect right on beach road and within easy walking distance of a very lively Pattaya But the Hotel as the name says Rocks the staff really go the extra mile and are genuinely friendly and very helpful,Jeff Love,Date of stay: January 2017,5,"York, United Kingdom",Trip type: Traveled on business,null,null,null,null,null,null,,
1643538801-1761,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"staying at room 1033, can not sleep well at nite, cause we can hear sound of water running from the ceiling all the time, never stop. breakfast Ok, swimming pool Ok, but a lot of wind, so can not swim too long.",Hendro S,Date of stay: December 2017,3,"Jakarta, Indonesia",Trip type: Traveled with family,3-Value,3-Rooms,4-Location,3-Cleanliness,3-Service,2-Sleep Quality,,
1643538801-1657,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,The hotel and staff are very good and normally I love the Buffet but its food quality standard dropped on this occasion. The rooms are good and love the bedding and modern look of the building. This was my 4th visit to this hotel,camo007206,Date of stay: February 2018,4,,Trip type: Traveled on business,3-Value,5-Rooms,4-Location,5-Cleanliness,4-Service,5-Sleep Quality,,
1643538801-1574,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,We have great experience stay at the hotel. Friendly staff with service mind. Room is quite good even it not that big. Kid had good night sleep and fun pool time. Foods were good and room service was excellent. There is no reason to not go back again! We will surely do. Thank you once again for nice hospitality. Cheers to Hard Rock Pattaya <3,Go00610492251,Date of stay: January 2019,4,,Trip type: Traveled with family,4-Value,4-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643538801-1840,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Wow !! 
A fantastic stay at this trendy, funky, yet sophisticated hotel! So many fun and ""rock"" extras around at every turn, definitely the place to stay if you want a chilled / relaxed environment with staff who are very attentive and kind. 
Had a great sea view room, with amenities to match, the room size is a bit small, but everything else about the hotel makes up for it. 
The newly renovated pool is really amazing, fun and warm, just be careful not to slip when entering ( they are fixing the problem though ). 
There are hourly activities to keep one entertained if you would like to participate.
Food and Beverage is a bit over priced, especially if one looks at the local hangouts / bars in the area, but it is understandable when looking at the hotel and facilities. 
Breakfast was great. 
Music at the pool area was great, vibey and exactly what one would expect and like to hear at a HARD ROCK HOTEL. 
Overall a great stay and definitely will return when popping into Pattaya again! 
Well done !!",Gaby H,Date of stay: January 2017,5,,Trip type: Traveled as a couple,null,null,null,null,null,null,,
1643538801-1942,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"We had an enjoyable stay, the staffs were all very friendly and helpful. However we felt the room and bathroom were a bit small and cramped. The weather was great for the outdoor but the swimming pool was a bit chilly. Other than that, we had a very enjoyable and relaxing stay. Will definitely stay here again on our next visit.",antonygeorgeh,Date of stay: December 2016,4,Manama ,Trip type: Traveled as a couple,3-Value,3-Rooms,3-Location,4-Cleanliness,4-Service,3-Sleep Quality,,
1643538801-1737,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,This hotel is located in a convenient place that we can go around with my kids easily. The staff are nice and helpful that always offer assistance with cheerful smiles. We enjoyed an uforgettable stay in this hotel.,renecwsmall,Date of stay: December 2017,4, ,Trip type: Traveled with family,5-Value,4-Rooms,4-Location,4-Cleanliness,5-Service,4-Sleep Quality,,
1643538801-1793,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,We were traveling with two young kids and hence chose hotel considering their needs. HardRock was having kids play area with close proximity to beach area and lively walking street. Lots of Indian restaurants with in walking distance where you can have nice lunch or dinner after your local trips. Room was quite clean and fresh fruits were provide on daily basis in morning. Breakfast does not have much vegeterian options as veg fried rice also has eggs and we were limited to eating bread butter with fruits on day 1 and day 2 could see some vegeterian options available .,maygupt,Date of stay: November 2017,5,"Singapore, Singapore ",Trip type: Traveled with family,5-Value,4-Rooms,5-Location,5-Cleanliness,4-Service,5-Sleep Quality,,
1643538801-1529,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"We were involved in a birthday party for seven year olds and it was handled excellently. Lots of supervision so the parents had no need to constantly  keep tabs on the children. There was plenty of food, cake and endless things for the children to do over  a long day.
There is an outdoor bar near the pool which we went to at 6:00PM but it closes at 6:45 so our stay was quite short. 
We then went to the dinner buffet which was of top quality with a very wide choice of various foods suitable to all tastes. The server was attentive and professional without being intrusive.
Our room was in good order, clean and well equipped although the large overhead shower cap was inoperable. 
The staff are all friendly, helpful and professional.
All in all we were quite satisfied with everything.",Stephen M,Date of stay: October 2018,4,"New York City, New York",Trip type: Traveled with family,null,null,null,null,null,null,,
1643538801-1826,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,Big room clean and full service My kids like seimming pool and we like room is nice for us when holiday we come back here eveytime  me&husband like hardrock cafe' nice band and food dilicious we come back again thank for all sfaff about nice service,KETSAR S,Date of stay: February 2017,5,Bangkok ,Trip type: Traveled with family,4-Value,4-Rooms,4-Location,4-Cleanliness,4-Service,4-Sleep Quality,,
1643538801-1740,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Me and my wife enjoyed our stay in Hard Rock Hotel Pattaya.The service provided by staff was excellent. The location of the resort I strategic as you can find easy transport to walking street or even walk. The hotel facilities is great, I love the pool for adult and kids. The food was awesome.",Charandip K,Date of stay: December 2017,5,Kuala Lumpur,Trip type: Traveled as a couple,5-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643538801-1817,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Great trip try mantra restaurant delicious
Take wine set menu and try ko lan island
Boat trip, relatively affordable price around 2500 baht, and the pizza place in hard rock hotel is perfect with me nice service as well as delicious coconuts",Marwan H,Date of stay: February 2017,4,"Beirut, Lebanon",Trip type: Traveled on business,null,null,null,null,null,null,,
1643538801-1560,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"We've been coming to the Hard rock hotel for 14 years. Since 2015. And we are not going to change it. We come as to his home. The staff are friendly. Rooms are big. The food is very tasty. Seafood!!! On Saturday, the pig on a spit is delicious, cheese is a delight. The pool an interesting game. Animators well done! The music in the evening by the pool is wonderful! Hot shower by the pool is perfect! We love you! See you next year!",elenabK2115VY,Date of stay: January 2019,5, ,Trip type: Traveled as a couple,5-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643538801-1537,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Your colleague is not very friendly, Unprofessional service.The location and environment were good, and the food was good，Also due to decoration, there is no washing machine can provide, can not wash their own clothes。",Stay52909686189,Date of stay: February 2019,3,,Trip type: Traveled with friends,4-Value,5-Rooms,5-Location,5-Cleanliness,2-Service,3-Sleep Quality,,
1643538801-2111,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Despite web booking for two adults and a child only two single beds were provided.
Surcharges were added to the headline room rate and for our son to use the executive facilities that went with the room.
The executive express check in took an hour and our luggage a further half hour.
The bar knew nothingabout the complimentary drinks.
When I expressed my disatisfaction on check out there wasn't even an appology.",Donnie1326,Date of stay: December 2012,1,"Bangkok, Thailand",Trip type: Traveled with family,1-Value,3-Rooms,3-Location,4-Cleanliness,2-Service,1-Sleep Quality,,
1643538801-1979,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"During our stay at this hotel, all the staffs were friendly and kind.
they always try to contact and communicate us with smile.
basically even in high grade hotels in Thailand, staff attitude sometimes no good.
I always feel that why this country called as Land of Smile,
but in this hotel, even in high peak season, they always try to keep smile, so always we can spend good time in this hotel",洋 久,Date of stay: December 2016,4,Thailand,Trip type: Traveled with family,4-Value,4-Rooms,3-Location,4-Cleanliness,5-Service,3-Sleep Quality,,
1643538801-1598,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,the hotel is nothing great . breakfast menu not for indian vegetarian. accessbility to hotel should be taken car as tuk tuk serivce should be given. no discrimination should be done when guest checking in.,Voyager55207699696,Date of stay: December 2018,3, ,Trip type: Traveled as a couple,3-Value,5-Rooms,5-Location,4-Cleanliness,3-Service,5-Sleep Quality,,
1643538801-2061,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"There is a lounge running from 07:00 to 20:00 hrs, where we can enjoy beverage & snack all the time facing the beautiful scene of Pattaya Beach , the highlight everyday is the cocktail time from 18:00-19:30hrs.
Further more, many other special offers  to King's club guest!
Enjoyed the stay this time very much as all the staffs giving us a sincere treatment! Love all Serve all !",Noreen,Date of stay: February 2014,5,,null,null,null,null,null,null,null,,
1643538801-1987,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"I enjoyed my stay here. Its right in he middle of pattaya so the beach is right across the street and shopping areas just a few steps away. The main buffet restaurant served delicious and wide variety of dishes with a different theme each night. 
Since i stayed here for business, i had a bit of inconvenience since there were pool parties going on while i was trying to rest after a long day in the office.
Service was great. Requests were attended promptly. Thai hospitality is always unbeatable.",Nomad_ellah,Date of stay: March 2015,4,London,Trip type: Traveled on business,null,null,null,null,null,null,,
1643538801-1646,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,It's a good choice for family vacation.My children love the swimming pool very much.The only defect is that the room cleaning is not clean.The location is good .The hard rock shop offers vat refund.We love hard rock.,shinny2,Date of stay: February 2018,5,"Longtan, Taoyuan ",Trip type: Traveled with family,5-Value,4-Rooms,5-Location,3-Cleanliness,5-Service,5-Sleep Quality,,
1643538801-2130,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Fantastic hotel. I can't say a bad word about the place.We upgraded to Kings Club and i would recommend this to anyone booking this hotel. Food was excellent and the staff were brilliant. A big thanks to Winky and the rest of the team at the Kings Club.
I must say a special thank you to the Front Office Manager Rattapong Suntornthepwarakul for his help with our onward reservations.
I hope to see you all again in 2012",Brian C,Date of stay: November 2011,5,"Edinburgh, United Kingdom",Trip type: Traveled as a couple,5-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643538801-1778,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,My family loves having random weekend getaway and Hard Rock has been our choice for more than a few times now. I think the place can truly cater the whole family. The kids as well as the adults love the pool and us grown ups enjoy the hardrock cafe and the live band during the evening. And I always enjoy my breakfast here! Over all everything is great!,HannahQ,Date of stay: June 2017,5,,Trip type: Traveled with family,5-Location,5-Service,3-Sleep Quality,null,null,null,,
1643538801-1776,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"To start with the good things, pillows amazing. Usually I don’t have problems with aircon. This one really affected my sinuses. The pool area was fantastic. The food was unimpressive and very expensive for pattaya prices.
My blackout curtains only cover 2/3 the windows.",Mark B,Date of stay: December 2017,2,"Luzon, Philippines",Trip type: Traveled solo,null,null,null,null,null,null,,
1643538801-1553,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Just have a feedback on the airport pickup at BKK airport gate5. It took me about an hour to find the driver. The phone number on the letter confirmation is invalid. There is an extra number, please fix it. Thanks!",Stay43486372477,Date of stay: January 2019,4,,Trip type: Traveled on business,4-Value,4-Rooms,4-Location,4-Cleanliness,4-Service,4-Sleep Quality,,
1643538801-1525,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Overall ok.
Reception staffs friendly. 
Only things disappointed is the lifeguard came to put up closure signed before 7pm and never inform us. All my kids were still playing. At least give us 5mins notice on the closure time as a respect.",f1achhnqr10g0cfv2019,Date of stay: December 2019,4, ,Trip type: Traveled with family,3-Value,4-Rooms,4-Location,4-Cleanliness,3-Service,4-Sleep Quality,,
1643538801-1946,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Was stay a night with my partner and we quite happy with the service, room and location. However something happen during breakfast in restaurant.
Hard Rock is 4 stars hotel and so many hotels in worldwide with fancy design but don't understand why they used wooden chopsticks which only one time use instead of plastic or reuse chopsticks. It's look like having something in street which those they used to. My partner used the chopsticks and accidentally the wood in his finger like the picture I attached later. 
Complaints to Front Office and they call Restaurant Manager immediately. Restaurant Manager assist us to take out the wood from my partner finger however failed due to too deep. We have no choice to leave it as we need caught our flight same day in evening. 
Hope Hard Rock may considering change the chopsticks maybe this was first incident but hope it was last too. Between your staffs were helpful!",nonog18,Date of stay: December 2016,4,"Kuala Lumpur, Malaysia",Trip type: Traveled as a couple,4-Value,4-Rooms,4-Location,4-Cleanliness,4-Service,4-Sleep Quality,,
1643538801-1751,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,We've been in Hard Rock in December 2017. Great place to stay in Pattaya. Hotel team does everything they can to make your stay pleasant and enjoyable.  This was a second time we were in this hotel and we will definitely come back here again.,Nuncledra S,Date of stay: December 2017,5,Azerbaijan ,Trip type: Traveled with family,5-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643538801-1687,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"I was here about 7 years ago before their renovation and a lot has changed since then specially in the pool area. We stayed for 6 nights in their deluxe ocean view room. Before our arrival I emailed the hotel  requesting that our room be on higher floor with balcony, not all rooms have balcony and that is exactly what we got. Rooms are clean and  comfy. we were on 8th floor and had a very nice view of the ocean.
Breakfast is OK but could improve a lot, not too many choices. Also the pool party on Saturday night is not what is used to be, not too many people attending. 
Special thanks to Joe the manager at hard rock Cafe, he is very friendly and represents the Hard Rock brand very well.",jahanbin73,Date of stay: January 2018,4,"Tehran, Iran",Trip type: Traveled as a couple,4-Rooms,5-Location,5-Service,null,null,null,,
1643538801-2054,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"i think this hotel , one of the best in pattaya
staff was very kind , and helpful . hotel was clean 
you can go to the pool until 10 pm 
saturday ( foam party ) you can swim in pool until 1 am 
location is brilliant , near shopping, near walking street , near every where you want to go
only bad thing , i felt , breakfast every day was same , with out change  .....
my wife and me enjoy and recomend this hotel .",ehsan k,Date of stay: November 2014,4,"Tehran, Iran",Trip type: Traveled as a couple,null,null,null,null,null,null,,
1643538801-2018,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Great hotel for comfort, location and the friendliest staff ever. The staff go out of their way for you. The bed is super comfy with great sheets. But the food is just yuck. Nothing is nice that I ate there.",Kelly,Date of stay: December 2015,4,"Melbourne, Australia",Trip type: Traveled with friends,null,null,null,null,null,null,,
1643538801-1890,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,Once we reached for breakfast just a minute before closing time and the way they helped was beyond my thoughts. A great team in every aspect. Everything was too good. One of the best hotels in pattaya,Naqvidr,Date of stay: January 2017,5,Pakistan ,Trip type: Traveled as a couple,5-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643538801-2128,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"well what can i say rooms are not very spacious and there are no chairs or sofa to sit on i am regular visior there there are better hotels like amari , dusit , holiday inn , hilton, marriot still its a good experince food is good but they should try to work on to mske the room better",sam m,Date of stay: January 2012,4,"Chandigarh, India",Trip type: Traveled with friends,4-Value,3-Rooms,5-Location,4-Cleanliness,5-Service,4-Sleep Quality,,
1643538801-1511,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,The hotel was really good. We were on the 10th floor. The rooms were big & comfortable. Had a good sleep. View was also great. The pool is the plus point. Location is on the main road. Its highly recommendable.,Ankit P,Date of stay: December 2019,4,,Trip type: Traveled with family,4-Value,5-Rooms,5-Location,5-Cleanliness,4-Service,5-Sleep Quality,,
1643538801-2039,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Came back to the Hard Rock hotel in Pattaya after many years, at the request of our daughter who had fond memories if it! We had a great time, service is still top as it has always been. We noticed the renovations which does give the resort a touch more class and indeed the rooms are bigger. Shame about the giant posters in the rooms dissapearing though and shame that the floating trampoline has gone too! Rental for the floating mattresses is a bit steep! Also time to maybe change the beatles/beach boys paintings on the floor landings ?
Otherwise we had a great time and as always also enjoyed the great location by the beach and close to restaurants, bars and shopping mall.
We shall return !",Olivier F,Date of stay: December 2014,4,Nice,Trip type: Traveled with family,4-Value,5-Location,4-Service,null,null,null,,
1643538801-1584,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Like almost every Christmas, my family and I went to Hard Rock. The holidays here is just to relax and the activities the agents provide help to keep the kids entertained and parents relaxed.
We had two rooms, 723 and 724, connecting which is quite convenient and with a balcony that I enjoyed a lot. Love to stay there and read a little at the end of the day. 
I love that the beach is just across from the hotel, the beach now is much nicer as sand was added. 
The gym is quite nice and quiet to use early in the morning and I went there every day after running at beach road.
The SPA staff is also nice and very professional and always ask if there's something we needed.
The staff at the restaurant was also very nice and remember us from previous visits and even remember our names. We enjoyed breakfast and sometimes dinner at the restaurant.
Rock Royalty staff is almost all new but we did find some familiar faces during cocktail time and it was really nice to meet familiar faces.
As I know I will be needing vitamin sea again, I'll return in April! :)",SmasKim,Date of stay: December 2018,5,"Macau, China",Trip type: Traveled with family,3-Value,5-Location,4-Service,null,null,null,,
1643538801-1744,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,Nastya helped us so much. We went to hard rock cafe for dinner 3 nigths . But last nigth Cherry took our order wrong and bring wrong as usual than we want to make her correct than she start to talk us with big voice. Than may be we can go more nigths for dinner to hard rock cafe but we did not go because of her . you must teach her how to talk with customer please,talhamertc,Date of stay: December 2017,5,Istanbul ,Trip type: Traveled with friends,4-Value,4-Rooms,5-Location,4-Cleanliness,4-Service,5-Sleep Quality,,
1643538801-1555,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Late house keeping, went back hotel about 3 pm, it still hasn’t clean up, until we need to call up receptionist to do immediately. The Wi-Fi has to keep on manual key in every hour. Not convenient and very irritating.Jazz in the soul lounge was very good.",llwong,Date of stay: January 2019,3,,Trip type: Traveled as a couple,2-Value,4-Rooms,4-Location,2-Cleanliness,2-Service,3-Sleep Quality,,
